college,collegeLabel,city,coordinate_location,country,countryLabel
http://www.wikidata.org/entity/Q2791588,"Westport Airport, New Zealand",,Point(171.581 -41.7381),http://www.wikidata.org/entity/Q664,New Zealand
http://www.wikidata.org/entity/Q2791673,"Ardmore Airport, New Zealand",,Point(174.97333333 -37.02972222),http://www.wikidata.org/entity/Q664,New Zealand
http://www.wikidata.org/entity/Q2798474,Lamidanda Airport,,Point(86.67 27.253055555),http://www.wikidata.org/entity/Q837,Nepal
http://www.wikidata.org/entity/Q2813736,Boulder City Municipal Airport,,Point(-114.861111111 35.9475),http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q2818981,Quetzaltenango International Airport,,Point(-91.501944444 14.865555555),http://www.wikidata.org/entity/Q774,Guatemala
http://www.wikidata.org/entity/Q2839784,Zaliv Kresta Airport,,Point(-179.1094444 66.35972222),http://www.wikidata.org/entity/Q159,Russia
http://www.wikidata.org/entity/Q7990475,Whakatane Airport,,Point(176.914166666 -37.920555555),http://www.wikidata.org/entity/Q664,New Zealand
http://www.wikidata.org/entity/Q7990621,Whangarei Airport,,Point(174.365 -35.768333333),http://www.wikidata.org/entity/Q664,New Zealand
http://www.wikidata.org/entity/Q7995942,Whitegrass Airport,,Point(169.223888888 -19.455),http://www.wikidata.org/entity/Q686,Vanuatu
http://www.wikidata.org/entity/Q7996498,Whitianga Aerodrome,,Point(175.679 -36.8317),http://www.wikidata.org/entity/Q664,New Zealand
http://www.wikidata.org/entity/Q7996498,Whitianga Aerodrome,,Point(175.68021 -36.81819),http://www.wikidata.org/entity/Q664,New Zealand
http://www.wikidata.org/entity/Q7996498,Whitianga Aerodrome,,Point(175.700278 -36.835833),http://www.wikidata.org/entity/Q664,New Zealand
http://www.wikidata.org/entity/Q7998131,Wichita Falls Municipal Airport,,Point(-98.491944444 33.988888888),http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q8021210,Veterans Airport of Southern Illinois,,Point(-89.011111111 37.755),http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q8021280,Williamsport Regional Airport,,Point(-76.921666666 41.241666666),http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q8023466,Wiluna Airport,,Point(120.22 -26.63),http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q8024332,Windorah Airport,,Point(142.666666666 -25.413333333),http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q8025893,Winona Municipal Airport,,Point(-91.708333333 44.077222222),http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q8026613,Winton Airport,,Point(143.085 -22.363333333),http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q8029097,Woitape Airport,,Point(147.2525 -8.5625),http://www.wikidata.org/entity/Q691,Papua New Guinea
http://www.wikidata.org/entity/Q8029103,Woja Airport,,Point(168.55 7.450833333),http://www.wikidata.org/entity/Q709,Marshall Islands
http://www.wikidata.org/entity/Q8032094,Wonopito Airport,,Point(122.2366667 -8.64055556),http://www.wikidata.org/entity/Q252,Indonesia
http://www.wikidata.org/entity/Q8034218,Worcester Regional Airport,,Point(-71.875833333 42.267222222),http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q8039374,Xinzhou Wutaishan Airport,,Point(112.967777777 38.599166666),http://www.wikidata.org/entity/Q148,People's Republic of China
http://www.wikidata.org/entity/Q8047227,Yakubu Gowon Airport,,Point(8.868888888 9.639722222),http://www.wikidata.org/entity/Q1033,Nigeria
http://www.wikidata.org/entity/Q8047555,Yam Island Airport,,Point(142.775 -9.9),http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q8047555,Yam Island Airport,,Point(142.771666666 -9.885833333),http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q8048097,Yampa Valley Airport,,Point(-107.217777777 40.481111111),http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q8051984,Yellowstone Airport,,Point(-111.117777777 44.688333333),http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q8051999,Yellowstone Regional Airport,,Point(-109.023888888 44.520277777),http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q8052242,Yengema Airport,,Point(-11.045445 8.610472),http://www.wikidata.org/entity/Q1044,Sierra Leone
http://www.wikidata.org/entity/Q8052242,Yengema Airport,,Point(-11.047191666 8.615308333),http://www.wikidata.org/entity/Q1044,Sierra Leone
http://www.wikidata.org/entity/Q8053504,Yibin Wuliangye Airport,,Point(104.525 28.858),http://www.wikidata.org/entity/Q148,People's Republic of China
http://www.wikidata.org/entity/Q8055062,Yongzhou Lingling Airport,,Point(111.612222222 26.345555555),http://www.wikidata.org/entity/Q148,People's Republic of China
http://www.wikidata.org/entity/Q8055625,Yorke Island Airport,,Point(143.404444444 -9.753333333),http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q8060965,Yulin Yuyang Airport,,Point(109.73 38.2742),http://www.wikidata.org/entity/Q148,People's Republic of China
http://www.wikidata.org/entity/Q8070469,Zhangjiakou Ningyuan Airport,,Point(114.930833333 40.739166666),http://www.wikidata.org/entity/Q148,People's Republic of China
http://www.wikidata.org/entity/Q8073848,Zona da Mata Regional Airport,,Point(-43.17306 -21.51306),http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q8075311,Zunyi Xinzhou Airport,,Point(106.999722222 27.59),http://www.wikidata.org/entity/Q148,People's Republic of China
http://www.wikidata.org/entity/Q8078626,Île Art – Waala Airport,,Point(163.661112 -19.720555),http://www.wikidata.org/entity/Q142,France
http://www.wikidata.org/entity/Q8190680,Pocatello Regional Airport,,Point(-112.596 42.9098),http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q8190895,Yola Airport,,Point(12.430277777 9.2575),http://www.wikidata.org/entity/Q1033,Nigeria
http://www.wikidata.org/entity/Q8213905,New Bight Airport,,Point(-75.452222222 24.315277777),http://www.wikidata.org/entity/Q778,The Bahamas
http://www.wikidata.org/entity/Q8213905,New Bight Airport,,Point(-75.45 24.316667),http://www.wikidata.org/entity/Q778,The Bahamas
http://www.wikidata.org/entity/Q8213999,Francisco Beltrão Airport,,Point(-53.06389 -26.05944),http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q8214009,Porto Urucu Airport,,Point(-65.356388888 -4.883333333),http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q8214009,Porto Urucu Airport,,Point(-65.355833333 -4.883055555),http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q8214364,Ramechhap Airport,,Point(86.061388888 27.393888888),http://www.wikidata.org/entity/Q837,Nepal
http://www.wikidata.org/entity/Q8214380,Mthatha Airport,,Point(28.673612 -31.545833),http://www.wikidata.org/entity/Q258,South Africa
http://www.wikidata.org/entity/Q8214380,Mthatha Airport,,Point(28.675277777 -31.546388888),http://www.wikidata.org/entity/Q258,South Africa
http://www.wikidata.org/entity/Q8214450,Kerema Airport,,Point(145.771388888 -7.963611111),http://www.wikidata.org/entity/Q691,Papua New Guinea
http://www.wikidata.org/entity/Q8214504,K50 Airport,,Point(44.974166666 1.999166666),http://www.wikidata.org/entity/Q1045,Somalia
http://www.wikidata.org/entity/Q8214541,Simikot Airport,,Point(81.818888888 29.971111111),http://www.wikidata.org/entity/Q837,Nepal
http://www.wikidata.org/entity/Q8215087,Sanming Shaxian Airport,,Point(117.845 26.428055555),http://www.wikidata.org/entity/Q148,People's Republic of China
http://www.wikidata.org/entity/Q8215607,Levuka Airfield,,Point(178.758611111 -17.711111111),http://www.wikidata.org/entity/Q712,Fiji
http://www.wikidata.org/entity/Q8215623,Kadhdhoo Airport,,Point(73.521944444 1.859166666),http://www.wikidata.org/entity/Q826,Maldives
http://www.wikidata.org/entity/Q8215655,Pinang Kampai Airport,,Point(101.433558333 1.609194444),http://www.wikidata.org/entity/Q252,Indonesia
http://www.wikidata.org/entity/Q8215732,Newman Airport,,Point(119.802777777 -23.417777777),http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q8215768,Roma Airport,,Point(148.774722222 -26.545),http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q8216148,Kadanwari Airport,,Point(69.1534749 27.1992445),http://www.wikidata.org/entity/Q843,Pakistan
http://www.wikidata.org/entity/Q8383318,Satsuma Iwo Jima airport,,Point(130.27083 30.78444),http://www.wikidata.org/entity/Q17,Japan
http://www.wikidata.org/entity/Q8563472,Fitzroy Crossing Airport,,Point(125.558672 -18.182003),http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q8563472,Fitzroy Crossing Airport,,Point(125.559 -18.1819),http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q8564727,Fort Dodge Regional Airport,,Point(-94.191944444 42.551111111),http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q8762408,Taupo Airport,,Point(176.084444444 -38.739722222),http://www.wikidata.org/entity/Q664,New Zealand
http://www.wikidata.org/entity/Q9384312,Muara Bungo Airport,,Point(102.182778 -1.5425),http://www.wikidata.org/entity/Q252,Indonesia
http://www.wikidata.org/entity/Q9384422,Rokot Airport,,Point(99.7044 -2.1001),http://www.wikidata.org/entity/Q252,Indonesia
http://www.wikidata.org/entity/Q9585494,Feira de Santana Airport,,Point(-38.90639 -12.20056),http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q9585524,Três Lagoas Airport,,Point(-51.683888 -20.754445),http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q9585524,Três Lagoas Airport,,Point(-51.680277777 -20.751388888),http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q9585775,Campo Mourão Airport,,Point(-52.35694 -24.0025),http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q9585885,Crateús,,Point(-40.70417 -5.21111),http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q9585948,Franca Airport,,Point(-47.3825 -20.59028),http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q9586075,Jaguaruna Regional Airport,,Point(-49.06028 -28.67528),http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q9586240,Nova Mutum Airport,,Point(-56.095833333 -13.819722222),http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q9586240,Nova Mutum Airport,,Point(-56.03611 -13.81722),http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q9586338,Pontes e Lacerda Airport,,Point(-59.38528 -15.19333),http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q9586379,Primavera do Leste Airport,,Point(-54.33778 -15.56556),http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q9586513,Sobral,,Point(-40.33694 -3.67833),http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q9586538,São Borja Airport,,Point(-56.03278 -28.65306),http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q9650494,Sintra Air Base,,Point(-9.3375 38.82916667),http://www.wikidata.org/entity/Q45,Portugal
http://www.wikidata.org/entity/Q9658799,Silampari Airport,,Point(102.91722222 -3.28),http://www.wikidata.org/entity/Q252,Indonesia
http://www.wikidata.org/entity/Q10576434,Manihiki Island Airport,,Point(-160.999722222 -10.380555555),http://www.wikidata.org/entity/Q664,New Zealand
http://www.wikidata.org/entity/Q10687975,Scandinavian Mountains Airport,,Point(12.84 61.159),http://www.wikidata.org/entity/Q34,Sweden
http://www.wikidata.org/entity/Q10822653,Yongxing Island Airport,,Point(112.344 16.8328),http://www.wikidata.org/entity/Q148,People's Republic of China
http://www.wikidata.org/entity/Q10845636,Ukunda Airport,,Point(39.571388888 -4.296944444),http://www.wikidata.org/entity/Q114,Kenya
http://www.wikidata.org/entity/Q10848466,Lawa Cottica Airstrip,,Point(-54.2282 3.85216),http://www.wikidata.org/entity/Q730,Suriname
http://www.wikidata.org/entity/Q10848548,Japura Airport,,Point(102.335 -0.35222222),http://www.wikidata.org/entity/Q252,Indonesia
http://www.wikidata.org/entity/Q10848687,Union Island Airport,,Point(-61.414722222 12.598611111),http://www.wikidata.org/entity/Q757,Saint Vincent and the Grenadines
http://www.wikidata.org/entity/Q10849058,Lago Argentino Airport,,Point(-72.248611111 -50.335555555),http://www.wikidata.org/entity/Q414,Argentina
http://www.wikidata.org/entity/Q10850030,Smara Airport,,Point(-11.68444444 26.73166667),http://www.wikidata.org/entity/Q1028,Morocco
http://www.wikidata.org/entity/Q10850030,Smara Airport,,Point(-11.68444444 26.73166667),http://www.wikidata.org/entity/Q6250,Western Sahara
http://www.wikidata.org/entity/Q10851873,Kearney Regional Airport,,Point(-99.006666666 40.726944444),http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q10852631,Faya-Largeau Airport,,Point(19.110833333 17.916944444),http://www.wikidata.org/entity/Q657,Chad
http://www.wikidata.org/entity/Q10852961,La Pedrera Airport,,Point(-69.578333 -1.331667),http://www.wikidata.org/entity/Q739,Colombia
http://www.wikidata.org/entity/Q10852961,La Pedrera Airport,,Point(-69.57944444 -1.32861111),http://www.wikidata.org/entity/Q739,Colombia
http://www.wikidata.org/entity/Q10852961,La Pedrera Airport,,Point(-69.58159722 -1.324347222),http://www.wikidata.org/entity/Q739,Colombia
http://www.wikidata.org/entity/Q10853042,Longreach Airport,,Point(144.280277777 -23.434166666),http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q10853338,Lisala Airport,,Point(21.483333 2.166667),http://www.wikidata.org/entity/Q974,Democratic Republic of the Congo
http://www.wikidata.org/entity/Q10853338,Lisala Airport,,Point(21.496666666 2.170555555),http://www.wikidata.org/entity/Q974,Democratic Republic of the Congo
http://www.wikidata.org/entity/Q10853410,Majkin Airport,,Point(168.264444444 7.762222222),http://www.wikidata.org/entity/Q709,Marshall Islands
http://www.wikidata.org/entity/Q10853415,Roseburg Regional Airport,,Point(-123.355833333 43.238888888),http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q10853582,Wapenamanda Airport,,Point(143.895411111 -5.643302777),http://www.wikidata.org/entity/Q691,Papua New Guinea
http://www.wikidata.org/entity/Q10853591,Wotho Airport,,Point(166.002777777 10.173333333),http://www.wikidata.org/entity/Q709,Marshall Islands
http://www.wikidata.org/entity/Q10853593,Wushan Shennüfeng Airport,,Point(109.706 31.064),http://www.wikidata.org/entity/Q148,People's Republic of China
http://www.wikidata.org/entity/Q10853735,Kismayo Airport,,Point(42.4475 -0.38933333),http://www.wikidata.org/entity/Q1045,Somalia
http://www.wikidata.org/entity/Q1432525,Pune Airport,,Point(73.919722222 18.582222222),http://www.wikidata.org/entity/Q668,India
http://www.wikidata.org/entity/Q1432529,Qamishli Airport,,Point(41.191388888 37.020555555),http://www.wikidata.org/entity/Q858,Syria
http://www.wikidata.org/entity/Q1432529,Qamishli Airport,,Point(41.2052 37.030608),http://www.wikidata.org/entity/Q858,Syria
http://www.wikidata.org/entity/Q1432537,Pärnu Airport,,Point(24.472777777 58.419166666),http://www.wikidata.org/entity/Q191,Estonia
http://www.wikidata.org/entity/Q1432539,Quesnel Airport,,Point(-122.51 53.0261),http://www.wikidata.org/entity/Q16,Canada
http://www.wikidata.org/entity/Q1432546,Raivavae Airport,,Point(-147.7 -23.88),http://www.wikidata.org/entity/Q142,France
http://www.wikidata.org/entity/Q1432546,Raivavae Airport,,Point(-147.66527778 -23.88611111),http://www.wikidata.org/entity/Q142,France
http://www.wikidata.org/entity/Q1432546,Raivavae Airport,,Point(-147.66193333 -23.88524167),http://www.wikidata.org/entity/Q142,France
http://www.wikidata.org/entity/Q1432553,Raiatea Airport,,Point(-151.466 -16.723),http://www.wikidata.org/entity/Q142,France
http://www.wikidata.org/entity/Q1432556,Quimper – Cornouaille Airport,,Point(-4.167777777 47.975),http://www.wikidata.org/entity/Q142,France
http://www.wikidata.org/entity/Q1432570,Roberts Field,,Point(-121.149722222 44.254166666),http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q1432582,Reggio Calabria Airport,,Point(15.653611111 38.071944444),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q1432589,Ras Al Khaimah International Airport,,Point(55.938888888 25.613611111),http://www.wikidata.org/entity/Q878,United Arab Emirates
http://www.wikidata.org/entity/Q1432593,Rennes – Saint-Jacques Airport,,Point(-1.72611 48.06833),http://www.wikidata.org/entity/Q142,France
http://www.wikidata.org/entity/Q1432595,Rickenbacker International Airport,,Point(-82.927777777 39.813888888),http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q1432602,Rochester International Airport,,Point(-92.5 43.908333333),http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q1432606,Rivera International Airport,,Point(-55.476111111 -30.974444444),http://www.wikidata.org/entity/Q77,Uruguay
http://www.wikidata.org/entity/Q1432609,Roi Et Airport,,Point(103.65 16.06667),http://www.wikidata.org/entity/Q869,Thailand
http://www.wikidata.org/entity/Q1432609,Roi Et Airport,,Point(103.773611111 16.116666666),http://www.wikidata.org/entity/Q869,Thailand
http://www.wikidata.org/entity/Q1432609,Roi Et Airport,,Point(103.773888 16.116667),http://www.wikidata.org/entity/Q869,Thailand
http://www.wikidata.org/entity/Q1432617,Rodez-Aveyron Airport,,Point(2.482777777 44.407777777),http://www.wikidata.org/entity/Q142,France
http://www.wikidata.org/entity/Q1432622,Rosario – Islas Malvinas International Airport,,Point(-60.78444444 -32.90361111),http://www.wikidata.org/entity/Q414,Argentina
http://www.wikidata.org/entity/Q1432648,Montréal/Saint-Hubert Airport,,Point(-73.4169 45.5181),http://www.wikidata.org/entity/Q16,Canada
http://www.wikidata.org/entity/Q1432651,Rzeszów-Jasionka Airport,,Point(22.018888888 50.11),http://www.wikidata.org/entity/Q36,Poland
http://www.wikidata.org/entity/Q1432662,L'Espérance Airport,,Point(-63.047197222 18.099913888),http://www.wikidata.org/entity/Q142,France
http://www.wikidata.org/entity/Q1432665,Sakon Nakhon Airport,,Point(104.118638888 17.195138888),http://www.wikidata.org/entity/Q869,Thailand
http://www.wikidata.org/entity/Q1432665,Sakon Nakhon Airport,,Point(104.111667 17.288888),http://www.wikidata.org/entity/Q869,Thailand
http://www.wikidata.org/entity/Q1432668,Sacramento International Airport,,Point(-121.590833333 38.695555555),http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q1432681,Salalah Airport,,Point(54.092222222 17.038888888),http://www.wikidata.org/entity/Q842,Oman
http://www.wikidata.org/entity/Q1432686,San Carlos Airport,,Point(-84.765556 11.133056),http://www.wikidata.org/entity/Q811,Nicaragua
http://www.wikidata.org/entity/Q1432694,Samsun-Çarşamba Airport,,Point(36.548611111 41.265555555),http://www.wikidata.org/entity/Q43,Turkey
http://www.wikidata.org/entity/Q1432699,Samos International Airport,,Point(26.911667 37.69),http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q1432699,Samos International Airport,,Point(26.912778 37.690278),http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q1432702,Salgado Filho International Airport,,Point(-51.171111111 -29.993888888),http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q1432706,San Antonio International Airport,,Point(-98.472 29.527),http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q1432711,Teniente Benjamín Matienzo International Airport,,Point(-65.10472222 -26.84083333),http://www.wikidata.org/entity/Q414,Argentina
http://www.wikidata.org/entity/Q1432729,Sanikiluaq Airport,,Point(-79.25 56.5369),http://www.wikidata.org/entity/Q16,Canada
http://www.wikidata.org/entity/Q1432733,Sandakan Airport,,Point(118.059444444 5.900833333),http://www.wikidata.org/entity/Q833,Malaysia
http://www.wikidata.org/entity/Q1432736,San Sebastián Airport,,Point(-1.790555555 43.356388888),http://www.wikidata.org/entity/Q29,Spain
http://www.wikidata.org/entity/Q1432755,Santa Maria Airport,,Point(-25.170638888 36.971388888),http://www.wikidata.org/entity/Q45,Portugal
http://www.wikidata.org/entity/Q1432764,Antonio Maceo Airport,,Point(-75.835555555 19.97),http://www.wikidata.org/entity/Q241,Cuba
http://www.wikidata.org/entity/Q1432772,Santander Airport,,Point(-3.82 43.426944),http://www.wikidata.org/entity/Q29,Spain
http://www.wikidata.org/entity/Q1432775,Santorini (Thira) National Airport,,Point(25.479333333 36.399169444),http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q1432777,Santiago–Rosalía de Castro Airport,,Point(-8.415145 42.896333),http://www.wikidata.org/entity/Q29,Spain
http://www.wikidata.org/entity/Q1432786,Zaporizhzhia International Airport,,Point(35.315833333 47.866944444),http://www.wikidata.org/entity/Q212,Ukraine
http://www.wikidata.org/entity/Q1432789,Savannah/Hilton Head International Airport,,Point(-81.202222222 32.1275),http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q1432790,Zaranj Airport,,Point(61.866694444 30.969472222),http://www.wikidata.org/entity/Q889,Afghanistan
http://www.wikidata.org/entity/Q1432843,Seychelles International Airport,,Point(55.521852777 -4.674344444),http://www.wikidata.org/entity/Q1042,Seychelles
http://www.wikidata.org/entity/Q1432849,Sinop Airport,,Point(35.066388888 42.015833333),http://www.wikidata.org/entity/Q43,Turkey
http://www.wikidata.org/entity/Q1432862,Sioux Lookout Airport,,Point(-91.905555555 50.114166666),http://www.wikidata.org/entity/Q16,Canada
http://www.wikidata.org/entity/Q1432865,Seletar Airport,,Point(103.867777777 1.416944444),http://www.wikidata.org/entity/Q334,Singapore
http://www.wikidata.org/entity/Q1432867,Sivas Airport,,Point(36.9025 39.814167),http://www.wikidata.org/entity/Q43,Turkey
http://www.wikidata.org/entity/Q1432867,Sivas Airport,,Point(36.9035 39.81383),http://www.wikidata.org/entity/Q43,Turkey
http://www.wikidata.org/entity/Q1432867,Sivas Airport,,Point(37.016666666 39.766666666),http://www.wikidata.org/entity/Q43,Turkey
http://www.wikidata.org/entity/Q1432871,Simferopol International Airport,,Point(33.975277777 45.052222222),http://www.wikidata.org/entity/Q159,Russia
http://www.wikidata.org/entity/Q1432871,Simferopol International Airport,,Point(33.975277777 45.052222222),http://www.wikidata.org/entity/Q212,Ukraine
http://www.wikidata.org/entity/Q1432882,Sohar Airport,,Point(56.620527777 24.390072222),http://www.wikidata.org/entity/Q842,Oman
http://www.wikidata.org/entity/Q1432884,Skellefteå Airport,,Point(21.076944444 64.624722222),http://www.wikidata.org/entity/Q34,Sweden
http://www.wikidata.org/entity/Q1432893,Smithers Airport,,Point(-127.183 54.8253),http://www.wikidata.org/entity/Q16,Canada
http://www.wikidata.org/entity/Q1432898,Sliač Airport,,Point(19.134166666 48.638055555),http://www.wikidata.org/entity/Q214,Slovakia
http://www.wikidata.org/entity/Q1432917,"""Solidarity"" Szczecin-Goleniów Airport",,Point(14.902222222 53.584722222),http://www.wikidata.org/entity/Q36,Poland
http://www.wikidata.org/entity/Q1432929,Sukhothai Airport,,Point(99.818055555 17.237777777),http://www.wikidata.org/entity/Q869,Thailand
http://www.wikidata.org/entity/Q1432932,Sumburgh Airport,,Point(-1.293888888 59.881388888),http://www.wikidata.org/entity/Q145,United Kingdom
http://www.wikidata.org/entity/Q1432936,Syamsudin Noor Airport,,Point(114.7625 -3.442222222),http://www.wikidata.org/entity/Q252,Indonesia
http://www.wikidata.org/entity/Q1432943,Surgut International Airport,,Point(73.402222222 61.343888888),http://www.wikidata.org/entity/Q159,Russia
http://www.wikidata.org/entity/Q1432944,Szczytno-Szymany International Airport,,Point(20.937777777 53.481944444),http://www.wikidata.org/entity/Q36,Poland
http://www.wikidata.org/entity/Q1432951,São Jorge Airport,,Point(-28.170277777 38.663333333),http://www.wikidata.org/entity/Q45,Portugal
http://www.wikidata.org/entity/Q1432968,Sørkjosen Airport,,Point(20.959722222 69.786666666),http://www.wikidata.org/entity/Q20,Norway
http://www.wikidata.org/entity/Q1432970,Sønderborg Airport,,Point(9.791730555 54.964444444),http://www.wikidata.org/entity/Q35,Denmark
http://www.wikidata.org/entity/Q1432975,Tabarka-Ain Draham International Airport,,Point(8.876944444 36.98),http://www.wikidata.org/entity/Q948,Tunisia
http://www.wikidata.org/entity/Q1432981,Tagbilaran Airport,,Point(123.853247222 9.664080555),http://www.wikidata.org/entity/Q928,Philippines
http://www.wikidata.org/entity/Q1432987,Cap. FAP Víctor Montes Arias Airport,,Point(-81.253888888 -4.576388888),http://www.wikidata.org/entity/Q419,Peru
http://www.wikidata.org/entity/Q1432990,Tallahassee International Airport,,Point(-84.350277777 30.396666666),http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q1433005,Talagi Airport,,Point(40.716666666 64.6),http://www.wikidata.org/entity/Q159,Russia
http://www.wikidata.org/entity/Q1433007,Taraz Airport,,Point(71.303611111 42.853611111),http://www.wikidata.org/entity/Q232,Kazakhstan
http://www.wikidata.org/entity/Q1433022,Tangier Ibn Battouta Airport,,Point(-5.916888888 35.726916666),http://www.wikidata.org/entity/Q1028,Morocco
http://www.wikidata.org/entity/Q1433025,Tekirdağ Çorlu Airport,,Point(27.916112 41.132222),http://www.wikidata.org/entity/Q43,Turkey
http://www.wikidata.org/entity/Q1433025,Tekirdağ Çorlu Airport,,Point(27.91889 41.13833),http://www.wikidata.org/entity/Q43,Turkey
http://www.wikidata.org/entity/Q1433025,Tekirdağ Çorlu Airport,,Point(27.919166666 41.138333333),http://www.wikidata.org/entity/Q43,Turkey
http://www.wikidata.org/entity/Q1433031,Tawau Airport,,Point(118.121944444 4.313333333),http://www.wikidata.org/entity/Q833,Malaysia
http://www.wikidata.org/entity/Q1433034,Northwest Regional Airport,,Point(-128.578 54.4686),http://www.wikidata.org/entity/Q16,Canada
http://www.wikidata.org/entity/Q1433050,Richard Pearse Airport,,Point(171.225277777 -44.302777777),http://www.wikidata.org/entity/Q664,New Zealand
http://www.wikidata.org/entity/Q1433058,Sania Ramel Airport,,Point(-5.319975 35.594363),http://www.wikidata.org/entity/Q1028,Morocco
http://www.wikidata.org/entity/Q1433064,Tijuana International Airport,,Point(-116.97 32.540833333),http://www.wikidata.org/entity/Q96,Mexico
http://www.wikidata.org/entity/Q1433066,Tofino/Long Beach Airport,,Point(-125.772 49.0822),http://www.wikidata.org/entity/Q16,Canada
http://www.wikidata.org/entity/Q1433078,Tottori Airport,,Point(134.1625 35.53),http://www.wikidata.org/entity/Q17,Japan
http://www.wikidata.org/entity/Q1433080,Cherry Capital Airport,,Point(-85.582222222 44.741666666),http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q1433087,Tours Val de Loire Airport,,Point(0.723055555 47.431944444),http://www.wikidata.org/entity/Q142,France
http://www.wikidata.org/entity/Q1433097,Trat Airport,,Point(102.318958333 12.274572222),http://www.wikidata.org/entity/Q869,Thailand
http://www.wikidata.org/entity/Q1433107,Tengchong Tuofeng Airport,,Point(98.485136 24.940149),http://www.wikidata.org/entity/Q148,People's Republic of China
http://www.wikidata.org/entity/Q1433108,Cap. FAP Carlos Martínez de Pinillos International Airport,,Point(-79.108611111 -8.081388888),http://www.wikidata.org/entity/Q419,Peru
http://www.wikidata.org/entity/Q1433114,Cap. FAP Pedro Canga Rodríguez Airport,,Point(-80.381111111 -3.5525),http://www.wikidata.org/entity/Q419,Peru
http://www.wikidata.org/entity/Q1433127,Ubon Ratchathani Airport,,Point(104.870230555 15.251277777),http://www.wikidata.org/entity/Q869,Thailand
