college,collegeLabel,city,coordinate_location,country,countryLabel,field1,Sno,countryLabel,coordinate_location,country1,country_id
http://www.wikidata.org/entity/Q3398614,port de la Tournelle,,Point(2.35468 48.8504),http://www.wikidata.org/entity/Q142,France,54,55,France,Point(2.0 47.0),France,fr
http://www.wikidata.org/entity/Q3398624,Port de Pêche de Chef de Baie,,Point(-1.22292 46.1507),http://www.wikidata.org/entity/Q142,France,54,55,France,Point(2.0 47.0),France,fr
http://www.wikidata.org/entity/Q3398628,Port of the Bay of Cadiz,,Point(-6.28694 36.5378),http://www.wikidata.org/entity/Q29,Spain,204,,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q3398637,Port of Les Sables-d'Olonne,,Point(-1.8 46.5),http://www.wikidata.org/entity/Q142,France,54,55,France,Point(2.0 47.0),France,fr
http://www.wikidata.org/entity/Q3398642,port des Saints-Pères,,Point(2.33377 48.8585),http://www.wikidata.org/entity/Q142,France,54,55,France,Point(2.0 47.0),France,fr
http://www.wikidata.org/entity/Q3398644,Port du Bono,,Point(-2.9527 47.6405),http://www.wikidata.org/entity/Q142,France,54,55,France,Point(2.0 47.0),France,fr
http://www.wikidata.org/entity/Q3398647,port des Tuileries,,Point(2.33143 48.8604),http://www.wikidata.org/entity/Q142,France,54,55,France,Point(2.0 47.0),France,fr
http://www.wikidata.org/entity/Q3398650,Port du Crouesty,,Point(-2.8943 47.54302),http://www.wikidata.org/entity/Q142,France,54,55,France,Point(2.0 47.0),France,fr
http://www.wikidata.org/entity/Q3398662,port of the Dijon canal,,Point(5.02693 47.3136),http://www.wikidata.org/entity/Q142,France,54,55,France,Point(2.0 47.0),France,fr
http://www.wikidata.org/entity/Q3398668,Freeport of Budapest,,Point(19.0752 47.4637),http://www.wikidata.org/entity/Q28,Hungary,67,68,Hungary,Point(19.0 47.0),Magyarország,hu
http://www.wikidata.org/entity/Q3398673,Cherbourg Naval Base,,Point(-1.63416667 49.6525),http://www.wikidata.org/entity/Q142,France,54,55,France,Point(2.0 47.0),France,fr
http://www.wikidata.org/entity/Q34802390,Port of Ajaccio,,Point(8.73973 41.92092),http://www.wikidata.org/entity/Q142,France,54,55,France,Point(2.0 47.0),France,fr
http://www.wikidata.org/entity/Q3485077,Wilhelminahaven,,Point(4.39528 51.9025),http://www.wikidata.org/entity/Q55,Netherlands,111,112,Netherlands,Point(5.55 52.316666666),Nederland,nl
http://www.wikidata.org/entity/Q34953400,Cape Liberty,,Point(-74.07613 40.66641),http://www.wikidata.org/entity/Q30,United States of America,174,175,United States of America,Point(-98.5795 39.828175),United States,us
http://www.wikidata.org/entity/Q34953423,Port of Adjim,,Point(10.7415 33.71594),http://www.wikidata.org/entity/Q948,Tunisia,167,168,Tunisia,Point(10.0 34.0),تونس,tn
http://www.wikidata.org/entity/Q34953434,Fishing port of Adjim,,Point(10.74267 33.71652),http://www.wikidata.org/entity/Q948,Tunisia,167,168,Tunisia,Point(10.0 34.0),تونس,tn
http://www.wikidata.org/entity/Q34953447,Al Fahdline Pier,,Point(10.9931 35.6448),http://www.wikidata.org/entity/Q948,Tunisia,167,168,Tunisia,Point(10.0 34.0),تونس,tn
http://www.wikidata.org/entity/Q34953458,Alanya Port,,Point(31.9988 36.53658),http://www.wikidata.org/entity/Q43,Turkey,168,169,Turkey,Point(36.0 39.0),Türkiye,tr
http://www.wikidata.org/entity/Q34953480,Ancien Port de Peche,,Point(10.76343 34.72897),http://www.wikidata.org/entity/Q948,Tunisia,167,168,Tunisia,Point(10.0 34.0),تونس,tn
http://www.wikidata.org/entity/Q34953490,Old port of Monastir,,Point(10.84168 35.77067),http://www.wikidata.org/entity/Q948,Tunisia,167,168,Tunisia,Point(10.0 34.0),تونس,tn
http://www.wikidata.org/entity/Q34953501,Fatimid port of Mahdia,,Point(11.07935 35.50565),http://www.wikidata.org/entity/Q948,Tunisia,167,168,Tunisia,Point(10.0 34.0),تونس,tn
http://www.wikidata.org/entity/Q34953522,Anewa Bay,,Point(155.550277777 -6.186944444),http://www.wikidata.org/entity/Q691,Papua New Guinea,123,124,Papua New Guinea,Point(147.0 -6.3),Papua Niugini,pg
http://www.wikidata.org/entity/Q34953543,Arbatax Port,,Point(9.70474 39.94178),http://www.wikidata.org/entity/Q38,Italy,75,76,Italy,Point(12.5 42.5),Italia,it
http://www.wikidata.org/entity/Q34953565,Bastia Port,,Point(9.45315 42.70134),http://www.wikidata.org/entity/Q142,France,54,55,France,Point(2.0 47.0),France,fr
http://www.wikidata.org/entity/Q34953588,Bonifacio Port,,Point(9.15713 41.38842),http://www.wikidata.org/entity/Q142,France,54,55,France,Point(2.0 47.0),France,fr
http://www.wikidata.org/entity/Q34953621,Buitenhaven,,Point(3.59931 51.44748),http://www.wikidata.org/entity/Q55,Netherlands,111,112,Netherlands,Point(5.55 52.316666666),Nederland,nl
http://www.wikidata.org/entity/Q34953632,Buitenhaven,,Point(4.2587 52.10028),http://www.wikidata.org/entity/Q55,Netherlands,111,112,Netherlands,Point(5.55 52.316666666),Nederland,nl
http://www.wikidata.org/entity/Q34953655,Cala Camiciotto,,Point(9.42744 41.21533),http://www.wikidata.org/entity/Q38,Italy,75,76,Italy,Point(12.5 42.5),Italia,it
http://www.wikidata.org/entity/Q34953667,Cala Galera,,Point(11.2085 42.40194),http://www.wikidata.org/entity/Q38,Italy,75,76,Italy,Point(12.5 42.5),Italia,it
http://www.wikidata.org/entity/Q34953678,Cala Gavetta,,Point(9.40363 41.21173),http://www.wikidata.org/entity/Q38,Italy,75,76,Italy,Point(12.5 42.5),Italia,it
http://www.wikidata.org/entity/Q34953688,Cala Renella,,Point(9.41041 41.21411),http://www.wikidata.org/entity/Q38,Italy,75,76,Italy,Point(12.5 42.5),Italia,it
http://www.wikidata.org/entity/Q34953700,Calais Ferry Port,,Point(1.85596 50.96562),http://www.wikidata.org/entity/Q142,France,54,55,France,Point(2.0 47.0),France,fr
http://www.wikidata.org/entity/Q34953711,Calvi Port,,Point(8.76163 42.56726),http://www.wikidata.org/entity/Q142,France,54,55,France,Point(2.0 47.0),France,fr
http://www.wikidata.org/entity/Q34953721,Cantilever Phosphate Loading System North,,Point(166.90884 -0.53088),http://www.wikidata.org/entity/Q697,Nauru,109,110,Nauru,Point(166.933333333 -0.533333333),Naoero,nr
http://www.wikidata.org/entity/Q34953731,Cantilever Phosphate Loading System South,,Point(166.90876 -0.53663),http://www.wikidata.org/entity/Q697,Nauru,109,110,Nauru,Point(166.933333333 -0.533333333),Naoero,nr
http://www.wikidata.org/entity/Q34953742,Port of Cap Zebib,,Point(10.06982 37.26601),http://www.wikidata.org/entity/Q948,Tunisia,167,168,Tunisia,Point(10.0 34.0),تونس,tn
http://www.wikidata.org/entity/Q34953764,Casamicciola Port,,Point(13.90541 40.74923),http://www.wikidata.org/entity/Q38,Italy,75,76,Italy,Point(12.5 42.5),Italia,it
http://www.wikidata.org/entity/Q34953786,Castellammare di Stabia,,Point(14.47085 40.69362),http://www.wikidata.org/entity/Q38,Italy,75,76,Italy,Point(12.5 42.5),Italia,it
http://www.wikidata.org/entity/Q34953807,Cavo Port,,Point(10.4227 42.85881),http://www.wikidata.org/entity/Q38,Italy,75,76,Italy,Point(12.5 42.5),Italia,it
http://www.wikidata.org/entity/Q34953817,Cesenatico Port,,Point(12.40082 44.20567),http://www.wikidata.org/entity/Q38,Italy,75,76,Italy,Point(12.5 42.5),Italia,it
http://www.wikidata.org/entity/Q34953860,Collapsed Cantilever Section 2010,,Point(166.90882 -0.5316),http://www.wikidata.org/entity/Q697,Nauru,109,110,Nauru,Point(166.933333333 -0.533333333),Naoero,nr
http://www.wikidata.org/entity/Q34953905,Dış Limanı,,Point(35.116111111 42.023055555),http://www.wikidata.org/entity/Q43,Turkey,168,169,Turkey,Point(36.0 39.0),Türkiye,tr
http://www.wikidata.org/entity/Q34953928,Dunkerque Port Ouest,,Point(2.19379 51.02034),http://www.wikidata.org/entity/Q142,France,54,55,France,Point(2.0 47.0),France,fr
http://www.wikidata.org/entity/Q34953939,Ebisu,,Point(141.66375 45.43736),http://www.wikidata.org/entity/Q17,Japan,78,79,Japan,Point(136.0 35.0),日本,jp
http://www.wikidata.org/entity/Q34953950,Eerste Binnenhaven,,Point(3.59197 51.4455),http://www.wikidata.org/entity/Q55,Netherlands,111,112,Netherlands,Point(5.55 52.316666666),Nederland,nl
http://www.wikidata.org/entity/Q34953971,El Alebed Fish Pier,,Point(10.91913 34.86636),http://www.wikidata.org/entity/Q948,Tunisia,167,168,Tunisia,Point(10.0 34.0),تونس,tn
http://www.wikidata.org/entity/Q34953983,El Ketf,,Point(11.49048 33.1856),http://www.wikidata.org/entity/Q948,Tunisia,167,168,Tunisia,Point(10.0 34.0),تونس,tn
http://www.wikidata.org/entity/Q34953994,Embarcadero Batanga,,Point(-105.4625 21.888333333),http://www.wikidata.org/entity/Q96,Mexico,102,103,Mexico,Point(-102.0 23.0),México,mx
http://www.wikidata.org/entity/Q34954016,Esandomari Fishing Port,,Point(141.64298 45.44661),http://www.wikidata.org/entity/Q17,Japan,78,79,Japan,Point(136.0 35.0),日本,jp
http://www.wikidata.org/entity/Q34954028,Ettwaycha Port,,Point(10.73928 33.6605),http://www.wikidata.org/entity/Q948,Tunisia,167,168,Tunisia,Point(10.0 34.0),تونس,tn
http://www.wikidata.org/entity/Q34954038,Eyl,,Point(49.847222222 7.965555555),http://www.wikidata.org/entity/Q1045,Somalia,148,149,Somalia,Point(47.0 6.0),جمهورية أرض الصومال Jamhuuriyadda Soomaaliland,so
http://www.wikidata.org/entity/Q34954048,Favignana Port,,Point(12.32712 37.9332),http://www.wikidata.org/entity/Q38,Italy,75,76,Italy,Point(12.5 42.5),Italia,it
http://www.wikidata.org/entity/Q34954059,Fethiye,,Point(29.12168 36.6373),http://www.wikidata.org/entity/Q43,Turkey,168,169,Turkey,Point(36.0 39.0),Türkiye,tr
http://www.wikidata.org/entity/Q34954071,Fukuoka Port,,Point(130.39862 33.6019),http://www.wikidata.org/entity/Q17,Japan,78,79,Japan,Point(136.0 35.0),日本,jp
http://www.wikidata.org/entity/Q34954082,Fushiki-kō,,Point(137.08709 36.79088),http://www.wikidata.org/entity/Q17,Japan,78,79,Japan,Point(136.0 35.0),日本,jp
http://www.wikidata.org/entity/Q34954092,Galernaya Gavan',,Point(30.223611111 59.935833333),http://www.wikidata.org/entity/Q159,Russia,201,,Russia,Point(94.25 66.416666666),Россия,ru
http://www.wikidata.org/entity/Q34954103,Gdansk Ferry Port,,Point(18.65865 54.35083),http://www.wikidata.org/entity/Q36,Poland,128,129,Poland,Point(19.0 52.0),Polska,pl
http://www.wikidata.org/entity/Q34954136,Genoa Voltri,,Point(8.76748 44.42719),http://www.wikidata.org/entity/Q38,Italy,75,76,Italy,Point(12.5 42.5),Italia,it
http://www.wikidata.org/entity/Q34954147,Golfo Aranci Port,,Point(9.62394 40.99549),http://www.wikidata.org/entity/Q38,Italy,75,76,Italy,Point(12.5 42.5),Italia,it
http://www.wikidata.org/entity/Q34954157,Granville Port,,Point(-1.60233 48.83354),http://www.wikidata.org/entity/Q142,France,54,55,France,Point(2.0 47.0),France,fr
http://www.wikidata.org/entity/Q34954167,Gökağaç Limanı,,Point(28.03 36.86),http://www.wikidata.org/entity/Q43,Turkey,168,169,Turkey,Point(36.0 39.0),Türkiye,tr
http://www.wikidata.org/entity/Q34954206,Havre de Portbail,,Point(-1.699444444 49.328333333),http://www.wikidata.org/entity/Q142,France,54,55,France,Point(2.0 47.0),France,fr
http://www.wikidata.org/entity/Q34954216,Port of Hessi Jellâba,,Point(10.93778 33.57725),http://www.wikidata.org/entity/Q948,Tunisia,167,168,Tunisia,Point(10.0 34.0),تونس,tn
http://www.wikidata.org/entity/Q34954244,Hırsız Limanı,,Point(28.159166666 36.923333333),http://www.wikidata.org/entity/Q43,Turkey,168,169,Turkey,Point(36.0 39.0),Türkiye,tr
http://www.wikidata.org/entity/Q34954253,Hook of Holland Port,,Point(4.12867 51.97587),http://www.wikidata.org/entity/Q55,Netherlands,111,112,Netherlands,Point(5.55 52.316666666),Nederland,nl
http://www.wikidata.org/entity/Q34954264,Port of Houmt Souk,,Point(10.85741 33.8888),http://www.wikidata.org/entity/Q948,Tunisia,167,168,Tunisia,Point(10.0 34.0),تونس,tn
http://www.wikidata.org/entity/Q34954285,Port of Galite Island,,Point(8.93615 37.5235),http://www.wikidata.org/entity/Q948,Tunisia,167,168,Tunisia,Point(10.0 34.0),تونس,tn
http://www.wikidata.org/entity/Q34954295,Ile Rousse Port,,Point(8.93639 42.64151),http://www.wikidata.org/entity/Q142,France,54,55,France,Point(2.0 47.0),France,fr
http://www.wikidata.org/entity/Q34954305,Ischia Port,,Point(13.93865 40.74597),http://www.wikidata.org/entity/Q38,Italy,75,76,Italy,Point(12.5 42.5),Italia,it
http://www.wikidata.org/entity/Q34954315,Ita Enramada,,Point(-57.63934 -25.34659),http://www.wikidata.org/entity/Q733,Paraguay,124,125,Paraguay,Point(-58.0 -23.5),Paraguay,py
http://www.wikidata.org/entity/Q34954326,Julianahaven,,Point(4.63713 51.7907),http://www.wikidata.org/entity/Q55,Netherlands,111,112,Netherlands,Point(5.55 52.316666666),Nederland,nl
http://www.wikidata.org/entity/Q34954337,Kabotazhnaya Gavan',,Point(29.743888888 59.9875),http://www.wikidata.org/entity/Q159,Russia,201,,Russia,Point(94.25 66.416666666),Россия,ru
http://www.wikidata.org/entity/Q34954359,Kametoku Port,,Point(129.02365 27.73812),http://www.wikidata.org/entity/Q17,Japan,78,79,Japan,Point(136.0 35.0),日本,jp
http://www.wikidata.org/entity/Q34954370,Karaağaç Limanı,,Point(28.043055555 36.865),http://www.wikidata.org/entity/Q43,Turkey,168,169,Turkey,Point(36.0 39.0),Türkiye,tr
http://www.wikidata.org/entity/Q34954381,Keppel Terminal,,Point(103.825277777 1.265),http://www.wikidata.org/entity/Q334,Singapore,144,145,Singapore,Point(103.8 1.3),Singapore,sg
http://www.wikidata.org/entity/Q34954403,Koetoi Fishing Port,,Point(141.75505 45.40913),http://www.wikidata.org/entity/Q17,Japan,78,79,Japan,Point(136.0 35.0),日本,jp
http://www.wikidata.org/entity/Q34954414,Kristiansand Port,,Point(7.98905 58.14468),http://www.wikidata.org/entity/Q20,Norway,119,120,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q34954436,Kupecheskaya Gavan',,Point(29.758888888 59.984444444),http://www.wikidata.org/entity/Q159,Russia,201,,Russia,Point(94.25 66.416666666),Россия,ru
http://www.wikidata.org/entity/Q34954448,L'Oseraie,,Point(4.8525 43.985555555),http://www.wikidata.org/entity/Q142,France,54,55,France,Point(2.0 47.0),France,fr
http://www.wikidata.org/entity/Q34954460,La Darsena Marina Vieste,,Point(16.17679 41.88706),http://www.wikidata.org/entity/Q38,Italy,75,76,Italy,Point(12.5 42.5),Italia,it
http://www.wikidata.org/entity/Q34954471,La Graciosa Port,,Point(-27.97034 39.05262),http://www.wikidata.org/entity/Q45,Portugal,129,130,Portugal,Point(-9.183333333 38.7),Portugal,pt
http://www.wikidata.org/entity/Q34954481,Lakhtinskaya Gavan',,Point(30.183888888 59.985555555),http://www.wikidata.org/entity/Q159,Russia,201,,Russia,Point(94.25 66.416666666),Россия,ru
http://www.wikidata.org/entity/Q34954491,Langesund Port,,Point(9.74654 59.00684),http://www.wikidata.org/entity/Q20,Norway,119,120,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q34954502,Larvik Port,,Point(10.0518 59.03945),http://www.wikidata.org/entity/Q20,Norway,119,120,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q34963380,Le Petit Port,,Point(-3.380277777 47.7075),http://www.wikidata.org/entity/Q142,France,54,55,France,Point(2.0 47.0),France,fr
http://www.wikidata.org/entity/Q34963391,Lesnaya Gavan',,Point(30.206388888 59.885833333),http://www.wikidata.org/entity/Q159,Russia,201,,Russia,Point(94.25 66.416666666),Россия,ru
http://www.wikidata.org/entity/Q34963403,Lesnaya Gavan',,Point(29.781111111 59.98),http://www.wikidata.org/entity/Q159,Russia,201,,Russia,Point(94.25 66.416666666),Россия,ru
http://www.wikidata.org/entity/Q34963414,Levanzo Port,,Point(12.34212 37.98686),http://www.wikidata.org/entity/Q38,Italy,75,76,Italy,Point(12.5 42.5),Italia,it
http://www.wikidata.org/entity/Q34963425,Lipari Port,,Point(14.95618 38.46941),http://www.wikidata.org/entity/Q38,Italy,75,76,Italy,Point(12.5 42.5),Italia,it
http://www.wikidata.org/entity/Q34963448,Livorno,,Point(10.3014 43.55253),http://www.wikidata.org/entity/Q38,Italy,75,76,Italy,Point(12.5 42.5),Italia,it
http://www.wikidata.org/entity/Q34963460,Locmalo,,Point(-3.35139 47.7),http://www.wikidata.org/entity/Q142,France,54,55,France,Point(2.0 47.0),France,fr
http://www.wikidata.org/entity/Q34963471,Lomonosovskaya Gavan',,Point(29.775277777 59.926388888),http://www.wikidata.org/entity/Q159,Russia,201,,Russia,Point(94.25 66.416666666),Россия,ru
http://www.wikidata.org/entity/Q34963482,Malable,,Point(45.585555555 2.173333333),http://www.wikidata.org/entity/Q1045,Somalia,148,149,Somalia,Point(47.0 6.0),جمهورية أرض الصومال Jamhuuriyadda Soomaaliland,so
http://www.wikidata.org/entity/Q34963493,Malakal Port,,Point(134.45935 7.33284),http://www.wikidata.org/entity/Q695,Palau,122,123,Palau,Point(134.55 7.466667),Belau,pw
http://www.wikidata.org/entity/Q34963503,Malderesi Limanı,,Point(28.159722222 36.9125),http://www.wikidata.org/entity/Q43,Turkey,168,169,Turkey,Point(36.0 39.0),Türkiye,tr
http://www.wikidata.org/entity/Q34963513,Marettimo Port,,Point(12.07471 37.96744),http://www.wikidata.org/entity/Q38,Italy,75,76,Italy,Point(12.5 42.5),Italia,it
http://www.wikidata.org/entity/Q34963524,Marina degli Estensi,,Point(12.23431 44.67138),http://www.wikidata.org/entity/Q38,Italy,75,76,Italy,Point(12.5 42.5),Italia,it
http://www.wikidata.org/entity/Q34963535,Marina Dei Cesari,,Point(13.02062 43.85181),http://www.wikidata.org/entity/Q38,Italy,75,76,Italy,Point(12.5 42.5),Italia,it
http://www.wikidata.org/entity/Q34963546,Marina Del Raggio Verde,,Point(13.85966 40.73947),http://www.wikidata.org/entity/Q38,Italy,75,76,Italy,Point(12.5 42.5),Italia,it
http://www.wikidata.org/entity/Q34963557,marina di Portisco,,Point(9.5245 41.03322),http://www.wikidata.org/entity/Q38,Italy,75,76,Italy,Point(12.5 42.5),Italia,it
http://www.wikidata.org/entity/Q34963568,Marina di Porto Empedocle,,Point(13.52944 37.28575),http://www.wikidata.org/entity/Q38,Italy,75,76,Italy,Point(12.5 42.5),Italia,it
http://www.wikidata.org/entity/Q34963580,marina di Porto Rotondo,,Point(9.54527 41.02924),http://www.wikidata.org/entity/Q38,Italy,75,76,Italy,Point(12.5 42.5),Italia,it
http://www.wikidata.org/entity/Q34963591,Marina di Porto San Giorgio,,Point(13.809 43.1667),http://www.wikidata.org/entity/Q38,Italy,75,76,Italy,Point(12.5 42.5),Italia,it
http://www.wikidata.org/entity/Q34963602,Marina di Portorosa,,Point(15.1125 38.12261),http://www.wikidata.org/entity/Q38,Italy,75,76,Italy,Point(12.5 42.5),Italia,it
http://www.wikidata.org/entity/Q34963613,Marina di San Foca,,Point(18.40613 40.30391),http://www.wikidata.org/entity/Q38,Italy,75,76,Italy,Point(12.5 42.5),Italia,it
http://www.wikidata.org/entity/Q34963624,Marina di Stabia,,Point(14.47367 40.72183),http://www.wikidata.org/entity/Q38,Italy,75,76,Italy,Point(12.5 42.5),Italia,it
http://www.wikidata.org/entity/Q34963657,Marina Terminal,,Point(103.836111111 1.268333333),http://www.wikidata.org/entity/Q334,Singapore,144,145,Singapore,Point(103.8 1.3),Singapore,sg
http://www.wikidata.org/entity/Q34963667,Marine Port de Sud,,Point(166.44115 -22.28471),http://www.wikidata.org/entity/Q142,France,54,55,France,Point(2.0 47.0),France,fr
http://www.wikidata.org/entity/Q34963689,Marmaris Port,,Point(28.28144 36.84943),http://www.wikidata.org/entity/Q43,Turkey,168,169,Turkey,Point(36.0 39.0),Türkiye,tr
http://www.wikidata.org/entity/Q34963701,Marseille Port,,Point(5.36317 43.30007),http://www.wikidata.org/entity/Q142,France,54,55,France,Point(2.0 47.0),France,fr
http://www.wikidata.org/entity/Q34963712,Military port of Menzel Abderrahmane,,Point(9.8852 37.22549),http://www.wikidata.org/entity/Q948,Tunisia,167,168,Tunisia,Point(10.0 34.0),تونس,tn
http://www.wikidata.org/entity/Q34963723,Menzel Jermil Pier,,Point(9.93015 37.22222),http://www.wikidata.org/entity/Q948,Tunisia,167,168,Tunisia,Point(10.0 34.0),تونس,tn
http://www.wikidata.org/entity/Q34963756,Morskoy Rybolovnyy Port Temryukskiy,,Point(37.358055555 45.313333333),http://www.wikidata.org/entity/Q159,Russia,201,,Russia,Point(94.25 66.416666666),Россия,ru
http://www.wikidata.org/entity/Q34963767,Moryakovskaya Remontno-Ekspluatatsionnaya Baza,,Point(84.655555555 56.704444444),http://www.wikidata.org/entity/Q159,Russia,201,,Russia,Point(94.25 66.416666666),Россия,ru
http://www.wikidata.org/entity/Q34963790,Mīnā' as Sulţān Qābūs,,Point(58.566111111 23.63),http://www.wikidata.org/entity/Q842,Oman,120,121,Oman,Point(57.0 21.0),عمان,om
http://www.wikidata.org/entity/Q34963833,Naples Port,,Point(14.25736 40.84216),http://www.wikidata.org/entity/Q38,Italy,75,76,Italy,Point(12.5 42.5),Italia,it
http://www.wikidata.org/entity/Q34963855,Nitti,,Point(-12.398611111 7.772777777),http://www.wikidata.org/entity/Q1044,Sierra Leone,143,144,Sierra Leone,Point(-12.1 8.5),Sierra Leone,sl
http://www.wikidata.org/entity/Q34963887,Port of Olbia,,Point(9.51798 40.92399),http://www.wikidata.org/entity/Q38,Italy,75,76,Italy,Point(12.5 42.5),Italia,it
http://www.wikidata.org/entity/Q34963898,Oluk Limanı,,Point(28.169722222 36.918888888),http://www.wikidata.org/entity/Q43,Turkey,168,169,Turkey,Point(36.0 39.0),Türkiye,tr
http://www.wikidata.org/entity/Q34963937,Port of Palinuro,,Point(15.27546 40.03043),http://www.wikidata.org/entity/Q38,Italy,75,76,Italy,Point(12.5 42.5),Italia,it
http://www.wikidata.org/entity/Q34963947,Panarea Port,,Point(15.07783 38.63774),http://www.wikidata.org/entity/Q38,Italy,75,76,Italy,Point(12.5 42.5),Italia,it
http://www.wikidata.org/entity/Q34963958,Passazhirskiy Port AmurASSO,,Point(127.554722222 50.250277777),http://www.wikidata.org/entity/Q159,Russia,201,,Russia,Point(94.25 66.416666666),Россия,ru
http://www.wikidata.org/entity/Q34963967,Pelabuhan Pasir Gudang,,Point(103.901944444 1.435),http://www.wikidata.org/entity/Q833,Malaysia,95,96,Malaysia,Point(108.0 3.0),Indonesia,id
http://www.wikidata.org/entity/Q34963976,Pelabuhan Pending,,Point(110.389444444 1.554722222),http://www.wikidata.org/entity/Q833,Malaysia,95,96,Malaysia,Point(108.0 3.0),Indonesia,id
http://www.wikidata.org/entity/Q34963996,Petrovskaya Gavan',,Point(29.770555555 59.981944444),http://www.wikidata.org/entity/Q159,Russia,201,,Russia,Point(94.25 66.416666666),Россия,ru
http://www.wikidata.org/entity/Q34964005,Picton Port,,Point(174.00423 -41.28551),http://www.wikidata.org/entity/Q664,New Zealand,112,113,New Zealand,Point(174.0 -41.2),New Zealand / Aotearoa,nz
http://www.wikidata.org/entity/Q34964015,Piombino Port,,Point(10.54591 42.92935),http://www.wikidata.org/entity/Q38,Italy,75,76,Italy,Point(12.5 42.5),Italia,it
http://www.wikidata.org/entity/Q34964024,Poltu Quatu,,Point(9.49557 41.13813),http://www.wikidata.org/entity/Q38,Italy,75,76,Italy,Point(12.5 42.5),Italia,it
http://www.wikidata.org/entity/Q34964033,Ponza Port,,Point(12.96361 40.89425),http://www.wikidata.org/entity/Q38,Italy,75,76,Italy,Point(12.5 42.5),Italia,it
http://www.wikidata.org/entity/Q34964042,Port of Hanchia,,Point(10.98453 35.65146),http://www.wikidata.org/entity/Q948,Tunisia,167,168,Tunisia,Point(10.0 34.0),تونس,tn
http://www.wikidata.org/entity/Q34964052,Port Anapa,,Point(37.311388888 44.900555555),http://www.wikidata.org/entity/Q159,Russia,201,,Russia,Point(94.25 66.416666666),Россия,ru
http://www.wikidata.org/entity/Q34964062,Port Anson,,Point(92.733333333 12.3),http://www.wikidata.org/entity/Q668,India,69,70,India,Point(83.0 22.8),India,in
http://www.wikidata.org/entity/Q34964071,Port Azovstali,,Point(37.57734 47.09425),http://www.wikidata.org/entity/Q212,Ukraine,206,,Ukraine,Point(32.0 49.0),Україна,ua
http://www.wikidata.org/entity/Q34964081,Port Baranyata,,Point(56.09196 58.50004),http://www.wikidata.org/entity/Q159,Russia,201,,Russia,Point(94.25 66.416666666),Россия,ru
http://www.wikidata.org/entity/Q34964091,Port Baykal,,Point(104.804444444 51.869444444),http://www.wikidata.org/entity/Q159,Russia,201,,Russia,Point(94.25 66.416666666),Россия,ru
http://www.wikidata.org/entity/Q34964101,Port Camille Rayon,,Point(7.0782 43.56525),http://www.wikidata.org/entity/Q142,France,54,55,France,Point(2.0 47.0),France,fr
http://www.wikidata.org/entity/Q34964111,Port Cap d'Agde,,Point(3.5088 43.27314),http://www.wikidata.org/entity/Q142,France,54,55,France,Point(2.0 47.0),France,fr
http://www.wikidata.org/entity/Q34964121,Port of Ghannouch,,Point(10.09599 33.92108),http://www.wikidata.org/entity/Q948,Tunisia,167,168,Tunisia,Point(10.0 34.0),تونس,tn
http://www.wikidata.org/entity/Q34964130,Port d'Arcachon,,Point(-1.14756 44.65962),http://www.wikidata.org/entity/Q142,France,54,55,France,Point(2.0 47.0),France,fr
http://www.wikidata.org/entity/Q34964139,Port d'Armor,,Point(-2.82177 48.6476),http://www.wikidata.org/entity/Q142,France,54,55,France,Point(2.0 47.0),France,fr
http://www.wikidata.org/entity/Q34964150,Port de Blaye,,Point(-0.665833333 45.122777777),http://www.wikidata.org/entity/Q142,France,54,55,France,Point(2.0 47.0),France,fr
http://www.wikidata.org/entity/Q34964160,Port de Bormes-les-Mimosas,,Point(6.36469 43.12244),http://www.wikidata.org/entity/Q142,France,54,55,France,Point(2.0 47.0),France,fr
http://www.wikidata.org/entity/Q34964170,Port de Cap d'Ail,,Point(7.417113888 43.723833333),http://www.wikidata.org/entity/Q142,France,54,55,France,Point(2.0 47.0),France,fr
http://www.wikidata.org/entity/Q34964180,Port de Chantereyne,,Point(-1.621666666 49.646388888),http://www.wikidata.org/entity/Q142,France,54,55,France,Point(2.0 47.0),France,fr
http://www.wikidata.org/entity/Q34964201,Port de Charmail,,Point(-0.968611111 45.450833333),http://www.wikidata.org/entity/Q142,France,54,55,France,Point(2.0 47.0),France,fr
http://www.wikidata.org/entity/Q34964213,Brest commercial port,,Point(-4.480555555 48.379444444),http://www.wikidata.org/entity/Q142,France,54,55,France,Point(2.0 47.0),France,fr
http://www.wikidata.org/entity/Q34964224,Port de Donges,,Point(-2.066666666 47.305555555),http://www.wikidata.org/entity/Q142,France,54,55,France,Point(2.0 47.0),France,fr
http://www.wikidata.org/entity/Q34964236,Port de Fécamp,,Point(0.36847 49.76203),http://www.wikidata.org/entity/Q142,France,54,55,France,Point(2.0 47.0),France,fr
http://www.wikidata.org/entity/Q34964248,Port de Gujan,,Point(-1.0776 44.64246),http://www.wikidata.org/entity/Q142,France,54,55,France,Point(2.0 47.0),France,fr
http://www.wikidata.org/entity/Q34964260,Port de Hyères,,Point(6.15676 43.0803),http://www.wikidata.org/entity/Q142,France,54,55,France,Point(2.0 47.0),France,fr
