college,collegeLabel,city,coordinate_location,country,countryLabel,field1,Sno,countryLabel,coordinate_location,country1,country_id
http://www.wikidata.org/entity/Q15260223,Mumbai Port Trust,,Point(72.765 18.93833333),http://www.wikidata.org/entity/Q668,India,69,70,India,Point(83.0 22.8),India,in
http://www.wikidata.org/entity/Q15260334,Musaffah Port,,Point(54.46916667 24.38166667),http://www.wikidata.org/entity/Q878,United Arab Emirates,172,173,United Arab Emirates,Point(54.3 24.4),الإمارات العربية المتحدة,ae
http://www.wikidata.org/entity/Q15267654,Port Walcott,,Point(117.19988 -20.65336),http://www.wikidata.org/entity/Q408,Australia,9,10,Australia,Point(137.0 -28.0),Australia,au
http://www.wikidata.org/entity/Q15269784,Qalhat LNG Terminal,,Point(59.40527778 22.66111111),http://www.wikidata.org/entity/Q842,Oman,120,121,Oman,Point(57.0 21.0),عمان,om
http://www.wikidata.org/entity/Q1532886,Port of Liepāja,,Point(20.994444444 56.527777777),http://www.wikidata.org/entity/Q211,Latvia,87,88,Latvia,Point(25.0 57.0),Latvija,lv
http://www.wikidata.org/entity/Q1533876,Godorfer Hafen,,Point(6.98278 50.8481),http://www.wikidata.org/entity/Q183,Germany,57,58,Germany,Point(10.0 51.0),Deutschland,de
http://www.wikidata.org/entity/Q15379049,SOHAR Port and Freezone,,Point(56.6103 24.5042),http://www.wikidata.org/entity/Q842,Oman,120,121,Oman,Point(57.0 21.0),عمان,om
http://www.wikidata.org/entity/Q1542098,Port of Oslo,,Point(10.746517 59.901723),http://www.wikidata.org/entity/Q20,Norway,119,120,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q1545354,Port of London,,Point(0.05 51.5),http://www.wikidata.org/entity/Q145,United Kingdom,173,174,United Kingdom,Point(-2.0 54.6),United Kingdom,gb
http://www.wikidata.org/entity/Q1547306,Leixões,,Point(-8.7 41.18333333),http://www.wikidata.org/entity/Q45,Portugal,129,130,Portugal,Point(-9.183333333 38.7),Portugal,pt
http://www.wikidata.org/entity/Q15526552,Icy Strait Point,,Point(-135.463 58.1293),http://www.wikidata.org/entity/Q30,United States of America,174,175,United States of America,Point(-98.5795 39.828175),United States,us
http://www.wikidata.org/entity/Q15621434,Port of Gwangyang,,Point(127.8 34.85),http://www.wikidata.org/entity/Q884,South Korea,151,152,South Korea,Point(128.0 36.0),대한민국,kr
http://www.wikidata.org/entity/Q15621681,Port of Miiduranna,,Point(24.816666666 59.5),http://www.wikidata.org/entity/Q191,Estonia,188,,Estonia,Point(26.0 59.0),Eesti,ee
http://www.wikidata.org/entity/Q15622074,Saaremaa Harbour,,Point(22.235277777 58.536388888),http://www.wikidata.org/entity/Q191,Estonia,188,,Estonia,Point(26.0 59.0),Eesti,ee
http://www.wikidata.org/entity/Q15647517,Port de Ciutadella,,Point(3.832769 40.000497),http://www.wikidata.org/entity/Q29,Spain,204,,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q1567768,Port of Boston,,Point(-71.055551 42.373212),http://www.wikidata.org/entity/Q30,United States of America,174,175,United States of America,Point(-98.5795 39.828175),United States,us
http://www.wikidata.org/entity/Q1567774,Port of Burgas,,Point(27.47172222 42.48333333),http://www.wikidata.org/entity/Q219,Bulgaria,21,22,Bulgaria,Point(25.5 42.75),Бългaрия,bg
http://www.wikidata.org/entity/Q1567789,Port of Halifax,,Point(-63.5681 44.637),http://www.wikidata.org/entity/Q16,Canada,26,27,Canada,Point(-109.0 56.0),Canada,ca
http://www.wikidata.org/entity/Q1567799,Port of Klaipėda,,Point(21.1455 55.661),http://www.wikidata.org/entity/Q37,Lithuania,196,,Lithuania,Point(24.0 55.2),Lietuva,lt
http://www.wikidata.org/entity/Q1567802,Port of Lüderitz,,Point(15.15 -26.63333333),http://www.wikidata.org/entity/Q1030,Namibia,108,109,Namibia,Point(17.0 -23.0),Namibia,na
http://www.wikidata.org/entity/Q1567807,Mannheim Harbour,,Point(8.4675 49.51694444),http://www.wikidata.org/entity/Q183,Germany,57,58,Germany,Point(10.0 51.0),Deutschland,de
http://www.wikidata.org/entity/Q1567820,Port of Norderney,,Point(7.1597369 53.6999309),http://www.wikidata.org/entity/Q183,Germany,57,58,Germany,Point(10.0 51.0),Deutschland,de
http://www.wikidata.org/entity/Q1567821,Hafen Orsoy,,Point(6.67883 51.5314),http://www.wikidata.org/entity/Q183,Germany,57,58,Germany,Point(10.0 51.0),Deutschland,de
http://www.wikidata.org/entity/Q1567833,Port of Ravenna,,Point(12.269928 44.477893),http://www.wikidata.org/entity/Q38,Italy,75,76,Italy,Point(12.5 42.5),Italia,it
http://www.wikidata.org/entity/Q1567835,Port of Rijeka,,Point(14.43926 45.32552),http://www.wikidata.org/entity/Q224,Croatia,35,36,Croatia,Point(15.466667 45.25),Hrvatska,hr
http://www.wikidata.org/entity/Q1567841,Spiekeroog harbour,,Point(7.696846 53.76476),http://www.wikidata.org/entity/Q183,Germany,57,58,Germany,Point(10.0 51.0),Deutschland,de
http://www.wikidata.org/entity/Q1567848,Port of Trieste,,Point(13.774 45.63647),http://www.wikidata.org/entity/Q38,Italy,75,76,Italy,Point(12.5 42.5),Italia,it
http://www.wikidata.org/entity/Q1567850,Port of Walvis Bay,,Point(14.48527778 -22.93555556),http://www.wikidata.org/entity/Q1030,Namibia,108,109,Namibia,Point(17.0 -23.0),Namibia,na
http://www.wikidata.org/entity/Q1567852,Wangerooge harbour,,Point(7.867885 53.774632),http://www.wikidata.org/entity/Q183,Germany,57,58,Germany,Point(10.0 51.0),Deutschland,de
http://www.wikidata.org/entity/Q1567869,Port of Hammerfest,,Point(23.68688822 70.66366378),http://www.wikidata.org/entity/Q20,Norway,119,120,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q1567876,Port of Montreal,,Point(-73.5265 45.553),http://www.wikidata.org/entity/Q16,Canada,26,27,Canada,Point(-109.0 56.0),Canada,ca
http://www.wikidata.org/entity/Q1567880,Port of Narvik,,Point(17.408 68.422),http://www.wikidata.org/entity/Q20,Norway,119,120,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q1567884,Port of Ostend,,Point(2.92972 51.23222),http://www.wikidata.org/entity/Q31,Belgium,186,,Belgium,Point(4.668055555 50.641111111),België / Belgique / Belgien,be
http://www.wikidata.org/entity/Q1567893,Port of Šventoji,,Point(21.075158 56.0285),http://www.wikidata.org/entity/Q37,Lithuania,196,,Lithuania,Point(24.0 55.2),Lietuva,lt
http://www.wikidata.org/entity/Q1572723,Port of Hong Kong,,Point(114.11666667 22.33333333),http://www.wikidata.org/entity/Q148,People's Republic of China,125,126,People's Republic of China,Point(103.451944444 35.844722222),中国,cn
http://www.wikidata.org/entity/Q15729688,Port of Zarubino,,Point(131.08157 42.64212),http://www.wikidata.org/entity/Q159,Russia,201,,Russia,Point(94.25 66.416666666),Россия,ru
http://www.wikidata.org/entity/Q1572975,Port of Guangzhou,,Point(113.437786 23.093865),http://www.wikidata.org/entity/Q148,People's Republic of China,125,126,People's Republic of China,Point(103.451944444 35.844722222),中国,cn
http://www.wikidata.org/entity/Q1574854,Handelshafen Magdeburg,,Point(11.6569 52.1425),http://www.wikidata.org/entity/Q183,Germany,57,58,Germany,Point(10.0 51.0),Deutschland,de
http://www.wikidata.org/entity/Q15818981,Port of Saldanha,,Point(17.95440556 -33.02305556),http://www.wikidata.org/entity/Q258,South Africa,150,151,South Africa,Point(24.0 -29.0),South Africa,za
http://www.wikidata.org/entity/Q15831585,Port of Batangas,,Point(121.04339 13.75432),http://www.wikidata.org/entity/Q928,Philippines,127,128,Philippines,Point(123.0 12.0),Mindanao,ph
http://www.wikidata.org/entity/Q15831592,Port of Zamboanga,,Point(122.066666666 6.9),http://www.wikidata.org/entity/Q928,Philippines,127,128,Philippines,Point(123.0 12.0),Mindanao,ph
http://www.wikidata.org/entity/Q1585169,Portland Harbour,,Point(-2.44632 50.5874),http://www.wikidata.org/entity/Q145,United Kingdom,173,174,United Kingdom,Point(-2.0 54.6),United Kingdom,gb
http://www.wikidata.org/entity/Q1585496,Harlesiel harbour,,Point(7.80879 53.7067),http://www.wikidata.org/entity/Q183,Germany,57,58,Germany,Point(10.0 51.0),Deutschland,de
http://www.wikidata.org/entity/Q15879830,Nieuwe Haven,,Point(4.789594444 52.955752777),http://www.wikidata.org/entity/Q55,Netherlands,111,112,Netherlands,Point(5.55 52.316666666),Nederland,nl
http://www.wikidata.org/entity/Q15884249,Zuiderhaven,,Point(6.55889 53.2133),http://www.wikidata.org/entity/Q55,Netherlands,111,112,Netherlands,Point(5.55 52.316666666),Nederland,nl
http://www.wikidata.org/entity/Q15897722,"Old Port Area, Port of Qingdao",,Point(120.3166 36.0936),http://www.wikidata.org/entity/Q148,People's Republic of China,125,126,People's Republic of China,Point(103.451944444 35.844722222),中国,cn
http://www.wikidata.org/entity/Q15899170,Port of Saline Joniche,,Point(15.734225 37.929219444),http://www.wikidata.org/entity/Q38,Italy,75,76,Italy,Point(12.5 42.5),Italia,it
http://www.wikidata.org/entity/Q15902889,Port of Chongqing,,Point(106.586388888 29.568333333),http://www.wikidata.org/entity/Q148,People's Republic of China,125,126,People's Republic of China,Point(103.451944444 35.844722222),中国,cn
http://www.wikidata.org/entity/Q15913027,Port of Suao,,Point(121.85789 24.59703),http://www.wikidata.org/entity/Q865,Taiwan,158,159,Taiwan,Point(121.0 24.0),臺灣,tw
http://www.wikidata.org/entity/Q15921409,Port of Essaouira,,Point(-9.77427 31.509),http://www.wikidata.org/entity/Q1028,Morocco,105,106,Morocco,Point(-6.0 32.0),Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب,ma
http://www.wikidata.org/entity/Q15940655,Port of Dar es Salaam,,Point(39.2938 -6.83511),http://www.wikidata.org/entity/Q924,Tanzania,160,161,Tanzania,Point(34.854 -6.307),Tanzania,tz
http://www.wikidata.org/entity/Q15940775,Port of Tanga,,Point(39.1056 -5.066),http://www.wikidata.org/entity/Q924,Tanzania,160,161,Tanzania,Point(34.854 -6.307),Tanzania,tz
http://www.wikidata.org/entity/Q15953014,Port of Fernandina,,Point(-81.4622 30.6811),http://www.wikidata.org/entity/Q30,United States of America,174,175,United States of America,Point(-98.5795 39.828175),United States,us
http://www.wikidata.org/entity/Q15958728,Port of Phnom Penh,,Point(104.9233333 11.58305556),http://www.wikidata.org/entity/Q424,Cambodia,24,25,Cambodia,Point(105.0 12.6),ព្រះរាជាណាចក្រ​កម្ពុជា,kh
http://www.wikidata.org/entity/Q1604552,Port of Helsingør,,Point(12.61786222 56.03647851),http://www.wikidata.org/entity/Q35,Denmark,41,42,Denmark,Point(10.0 56.0),Danmark,dk
http://www.wikidata.org/entity/Q16049128,Shahid Rajai Port,,Point(56.063611111 27.095833333),http://www.wikidata.org/entity/Q794,Iran,71,72,Iran,Point(53.0 32.0),ایران,ir
http://www.wikidata.org/entity/Q16064968,Port Lengfurt,,Point(9.6157 49.8055),http://www.wikidata.org/entity/Q183,Germany,57,58,Germany,Point(10.0 51.0),Deutschland,de
http://www.wikidata.org/entity/Q16094899,Port of Gunsan,,Point(126.5844 35.97924),http://www.wikidata.org/entity/Q884,South Korea,151,152,South Korea,Point(128.0 36.0),대한민국,kr
http://www.wikidata.org/entity/Q16096487,Port of Mokpo,,Point(126.35788 34.79604),http://www.wikidata.org/entity/Q884,South Korea,151,152,South Korea,Point(128.0 36.0),대한민국,kr
http://www.wikidata.org/entity/Q16099490,Port of Incheon,,Point(126.624899 37.460105),http://www.wikidata.org/entity/Q884,South Korea,151,152,South Korea,Point(128.0 36.0),대한민국,kr
http://www.wikidata.org/entity/Q16100392,Port of Pyeongtaek-Dangjin,,Point(126.80295 36.99305),http://www.wikidata.org/entity/Q884,South Korea,151,152,South Korea,Point(128.0 36.0),대한민국,kr
http://www.wikidata.org/entity/Q16120926,Jubail Commercial Port,,Point(49.6875 27.028888888),http://www.wikidata.org/entity/Q851,Saudi Arabia,140,141,Saudi Arabia,Point(44.116667 23.716667),السعودية,sa
http://www.wikidata.org/entity/Q16120944,Ras Al-khair Port,,Point(49.312477 27.43486),http://www.wikidata.org/entity/Q851,Saudi Arabia,140,141,Saudi Arabia,Point(44.116667 23.716667),السعودية,sa
http://www.wikidata.org/entity/Q16171404,Port of Janghang,,Point(126.6867 36.0069),http://www.wikidata.org/entity/Q884,South Korea,151,152,South Korea,Point(128.0 36.0),대한민국,kr
http://www.wikidata.org/entity/Q1620583,Port of Hirtshals,,Point(9.96644497 57.59529922),http://www.wikidata.org/entity/Q35,Denmark,41,42,Denmark,Point(10.0 56.0),Danmark,dk
http://www.wikidata.org/entity/Q16268672,Porto Canale Leonardesco,,Point(12.39416667 44.19861111),http://www.wikidata.org/entity/Q38,Italy,75,76,Italy,Point(12.5 42.5),Italia,it
http://www.wikidata.org/entity/Q1628985,Port of Horsens,,Point(9.86638889 55.85583333),http://www.wikidata.org/entity/Q35,Denmark,41,42,Denmark,Point(10.0 56.0),Danmark,dk
http://www.wikidata.org/entity/Q16412348,Noblessner Port,,Point(24.735333333 59.455),http://www.wikidata.org/entity/Q191,Estonia,188,,Estonia,Point(26.0 59.0),Eesti,ee
http://www.wikidata.org/entity/Q1641895,Ports of Auckland,,Point(174.77685833 -36.84377222),http://www.wikidata.org/entity/Q664,New Zealand,112,113,New Zealand,Point(174.0 -41.2),New Zealand / Aotearoa,nz
http://www.wikidata.org/entity/Q16521906,Port Mohács,,Point(18.69498 45.99241),http://www.wikidata.org/entity/Q28,Hungary,67,68,Hungary,Point(19.0 47.0),Magyarország,hu
http://www.wikidata.org/entity/Q16591690,Port of Catanzaro,,Point(16.625915 38.83322),http://www.wikidata.org/entity/Q38,Italy,75,76,Italy,Point(12.5 42.5),Italia,it
http://www.wikidata.org/entity/Q16591694,Port of Gaeta,,Point(13.566667 41.216667),http://www.wikidata.org/entity/Q38,Italy,75,76,Italy,Point(12.5 42.5),Italia,it
http://www.wikidata.org/entity/Q16621038,Port Ginesta,,Point(1.92528 41.2597),http://www.wikidata.org/entity/Q29,Spain,204,,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q1662947,Landeyjahöfn,,Point(-20.1174 63.5307),http://www.wikidata.org/entity/Q189,Iceland,194,,Iceland,Point(-19.0 65.0),Ísland,is
http://www.wikidata.org/entity/Q16666109,Port of Korsakov,,Point(142.762777777 46.62),http://www.wikidata.org/entity/Q159,Russia,201,,Russia,Point(94.25 66.416666666),Россия,ru
http://www.wikidata.org/entity/Q16670726,Port of Bejaia,,Point(5.085555555 36.751111111),http://www.wikidata.org/entity/Q262,Algeria,2,3,Algeria,Point(1.0 28.0),Algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر,dz
http://www.wikidata.org/entity/Q16682634,"old Honfleur basin, in France",,Point(0.233161 49.4203),http://www.wikidata.org/entity/Q142,France,54,55,France,Point(2.0 47.0),France,fr
http://www.wikidata.org/entity/Q16689886,Izmail Sea Commercial Port,,Point(28.797361111 45.339111111),http://www.wikidata.org/entity/Q212,Ukraine,206,,Ukraine,Point(32.0 49.0),Україна,ua
http://www.wikidata.org/entity/Q16714262,Reni marine port,,Point(28.288916666 45.418388888),http://www.wikidata.org/entity/Q212,Ukraine,206,,Ukraine,Point(32.0 49.0),Україна,ua
http://www.wikidata.org/entity/Q16890835,East Harbor,,Point(-70.1295 42.0589),http://www.wikidata.org/entity/Q30,United States of America,174,175,United States of America,Point(-98.5795 39.828175),United States,us
http://www.wikidata.org/entity/Q16897008,Port of Inverness,,Point(-4.23333 57.4833),http://www.wikidata.org/entity/Q145,United Kingdom,173,174,United Kingdom,Point(-2.0 54.6),United Kingdom,gb
http://www.wikidata.org/entity/Q16898716,Port of Tangshan,,Point(119.003 39.2094),http://www.wikidata.org/entity/Q148,People's Republic of China,125,126,People's Republic of China,Point(103.451944444 35.844722222),中国,cn
http://www.wikidata.org/entity/Q16898717,Port of Dandong,,Point(124.122 39.84),http://www.wikidata.org/entity/Q148,People's Republic of China,125,126,People's Republic of China,Point(103.451944444 35.844722222),中国,cn
http://www.wikidata.org/entity/Q16898718,Port of Rizhao,,Point(119.558 35.3833),http://www.wikidata.org/entity/Q148,People's Republic of China,125,126,People's Republic of China,Point(103.451944444 35.844722222),中国,cn
http://www.wikidata.org/entity/Q16898720,Port of Huludao,,Point(121.022 40.7153),http://www.wikidata.org/entity/Q148,People's Republic of China,125,126,People's Republic of China,Point(103.451944444 35.844722222),中国,cn
http://www.wikidata.org/entity/Q16898721,Port of Longkou,,Point(120.303 37.6639),http://www.wikidata.org/entity/Q148,People's Republic of China,125,126,People's Republic of China,Point(103.451944444 35.844722222),中国,cn
http://www.wikidata.org/entity/Q16898722,Port of Macau,,Point(113.711 22.1964),http://www.wikidata.org/entity/Q148,People's Republic of China,125,126,People's Republic of China,Point(103.451944444 35.844722222),中国,cn
http://www.wikidata.org/entity/Q16898724,Port of Shantou,,Point(116.749 23.3386),http://www.wikidata.org/entity/Q148,People's Republic of China,125,126,People's Republic of China,Point(103.451944444 35.844722222),中国,cn
http://www.wikidata.org/entity/Q16898726,Port of Huanghua,,Point(117.853 38.1953),http://www.wikidata.org/entity/Q148,People's Republic of China,125,126,People's Republic of China,Point(103.451944444 35.844722222),中国,cn
http://www.wikidata.org/entity/Q16898729,Port of Jiaxing,,Point(121.123 30.6),http://www.wikidata.org/entity/Q148,People's Republic of China,125,126,People's Republic of China,Point(103.451944444 35.844722222),中国,cn
http://www.wikidata.org/entity/Q16898730,Port of Humen,,Point(113.408 22.8642),http://www.wikidata.org/entity/Q148,People's Republic of China,125,126,People's Republic of China,Point(103.451944444 35.844722222),中国,cn
http://www.wikidata.org/entity/Q16898731,Port of Taizhou,,Point(121.45 28.6856),http://www.wikidata.org/entity/Q148,People's Republic of China,125,126,People's Republic of China,Point(103.451944444 35.844722222),中国,cn
http://www.wikidata.org/entity/Q16898732,Port of Wenzhou,,Point(120.803 27.9719),http://www.wikidata.org/entity/Q148,People's Republic of China,125,126,People's Republic of China,Point(103.451944444 35.844722222),中国,cn
http://www.wikidata.org/entity/Q16898733,Port of Jiangyin,,Point(120.235 31.9181),http://www.wikidata.org/entity/Q148,People's Republic of China,125,126,People's Republic of China,Point(103.451944444 35.844722222),中国,cn
http://www.wikidata.org/entity/Q16898734,Port of Nantong,,Point(120.815 32.7514),http://www.wikidata.org/entity/Q148,People's Republic of China,125,126,People's Republic of China,Point(103.451944444 35.844722222),中国,cn
http://www.wikidata.org/entity/Q16898736,Port of Fuzhou,,Point(119.226 26.09),http://www.wikidata.org/entity/Q148,People's Republic of China,125,126,People's Republic of China,Point(103.451944444 35.844722222),中国,cn
http://www.wikidata.org/entity/Q16898737,Port of Huizhou,,Point(113.408 22.8642),http://www.wikidata.org/entity/Q148,People's Republic of China,125,126,People's Republic of China,Point(103.451944444 35.844722222),中国,cn
http://www.wikidata.org/entity/Q16898738,Port of Maoming,,Point(111.073 21.6425),http://www.wikidata.org/entity/Q148,People's Republic of China,125,126,People's Republic of China,Point(103.451944444 35.844722222),中国,cn
http://www.wikidata.org/entity/Q16898740,Port of Yangjiang,,Point(111.811 21.7083),http://www.wikidata.org/entity/Q148,People's Republic of China,125,126,People's Republic of China,Point(103.451944444 35.844722222),中国,cn
http://www.wikidata.org/entity/Q16898745,Port of Zhongshan,,Point(113.189 22.5144),http://www.wikidata.org/entity/Q148,People's Republic of China,125,126,People's Republic of China,Point(103.451944444 35.844722222),中国,cn
http://www.wikidata.org/entity/Q16898746,Port of Zhenjiang,,Point(119.442 32.2167),http://www.wikidata.org/entity/Q148,People's Republic of China,125,126,People's Republic of China,Point(103.451944444 35.844722222),中国,cn
http://www.wikidata.org/entity/Q16898749,Port of Hueneme,,Point(-119.208 34.1472),http://www.wikidata.org/entity/Q30,United States of America,174,175,United States of America,Point(-98.5795 39.828175),United States,us
http://www.wikidata.org/entity/Q16965304,Port of Nouakchott,,Point(-16.033333333 18.033333333),http://www.wikidata.org/entity/Q1025,Mauritania,100,101,Mauritania,Point(-11.0 21.0),موريتانيا,mr
http://www.wikidata.org/entity/Q16969848,Port of Grimsby,,Point(-0.0743294 53.5777798),http://www.wikidata.org/entity/Q145,United Kingdom,173,174,United Kingdom,Point(-2.0 54.6),United Kingdom,gb
http://www.wikidata.org/entity/Q17006324,Port of Bridgwater,,Point(-3.0 51.133333333),http://www.wikidata.org/entity/Q145,United Kingdom,173,174,United Kingdom,Point(-2.0 54.6),United Kingdom,gb
http://www.wikidata.org/entity/Q17018120,Portsmouth International Port,,Point(-1.090738888 50.812036111),http://www.wikidata.org/entity/Q145,United Kingdom,173,174,United Kingdom,Point(-2.0 54.6),United Kingdom,gb
http://www.wikidata.org/entity/Q17027523,Port of Merca,,Point(44.75 1.68333333),http://www.wikidata.org/entity/Q1045,Somalia,148,149,Somalia,Point(47.0 6.0),جمهورية أرض الصومال Jamhuuriyadda Soomaaliland,so
http://www.wikidata.org/entity/Q1703245,Port of Ningbo-Zhoushan,,Point(121.83333333 29.93333333),http://www.wikidata.org/entity/Q148,People's Republic of China,125,126,People's Republic of China,Point(103.451944444 35.844722222),中国,cn
http://www.wikidata.org/entity/Q1703582,Port of Dalian,,Point(121.68333333 38.91666667),http://www.wikidata.org/entity/Q148,People's Republic of China,125,126,People's Republic of China,Point(103.451944444 35.844722222),中国,cn
http://www.wikidata.org/entity/Q17043074,Port of Puerto Cabello,,Point(-68.0 10.483333333),http://www.wikidata.org/entity/Q717,Venezuela,178,179,Venezuela,Point(-67.0 8.0),Venezuela,ve
http://www.wikidata.org/entity/Q17067699,Kollam Port,,Point(76.35 8.88),http://www.wikidata.org/entity/Q668,India,69,70,India,Point(83.0 22.8),India,in
http://www.wikidata.org/entity/Q17069411,Port of Berbera,,Point(44.997 10.438),http://www.wikidata.org/entity/Q34754,Somaliland,149,150,Somaliland,Point(46.2 9.8),جمهورية أرض الصومال Jamhuuriyadda Soomaaliland,so
http://www.wikidata.org/entity/Q17069415,Port of Bosaso,,Point(49.18 11.291),http://www.wikidata.org/entity/Q1045,Somalia,148,149,Somalia,Point(47.0 6.0),جمهورية أرض الصومال Jamhuuriyadda Soomaaliland,so
http://www.wikidata.org/entity/Q17069426,Port of Kismayo,,Point(42.547 -0.384),http://www.wikidata.org/entity/Q1045,Somalia,148,149,Somalia,Point(47.0 6.0),جمهورية أرض الصومال Jamhuuriyadda Soomaaliland,so
http://www.wikidata.org/entity/Q17069440,Port of Mogadishu,,Point(45.334 2.025),http://www.wikidata.org/entity/Q1045,Somalia,148,149,Somalia,Point(47.0 6.0),جمهورية أرض الصومال Jamhuuriyadda Soomaaliland,so
http://www.wikidata.org/entity/Q17072061,Nagapattinam Port,,Point(79.85112 10.75947),http://www.wikidata.org/entity/Q668,India,69,70,India,Point(83.0 22.8),India,in
http://www.wikidata.org/entity/Q171810,Alanya,,Point(31.999722222 36.543611111),http://www.wikidata.org/entity/Q43,Turkey,168,169,Turkey,Point(36.0 39.0),Türkiye,tr
http://www.wikidata.org/entity/Q17213678,Port of Minamata,,Point(130.378944 32.195),http://www.wikidata.org/entity/Q17,Japan,78,79,Japan,Point(136.0 35.0),日本,jp
http://www.wikidata.org/entity/Q17221486,Sekine Hama Port,,Point(141.237222 41.366667),http://www.wikidata.org/entity/Q17,Japan,78,79,Japan,Point(136.0 35.0),日本,jp
http://www.wikidata.org/entity/Q1722500,Nordhafen Walsum,,Point(6.71269 51.5308),http://www.wikidata.org/entity/Q183,Germany,57,58,Germany,Point(10.0 51.0),Deutschland,de
http://www.wikidata.org/entity/Q17380352,Dugarajapatnam Port,,Point(83.2786 17.6983),http://www.wikidata.org/entity/Q668,India,69,70,India,Point(83.0 22.8),India,in
http://www.wikidata.org/entity/Q17440572,Voorhaven en Scheepmakershaven,,Point(4.85231 51.94352),http://www.wikidata.org/entity/Q55,Netherlands,111,112,Netherlands,Point(5.55 52.316666666),Nederland,nl
http://www.wikidata.org/entity/Q17440585,Oude Vissershaven,,Point(5.94689 52.68188),http://www.wikidata.org/entity/Q55,Netherlands,111,112,Netherlands,Point(5.55 52.316666666),Nederland,nl
http://www.wikidata.org/entity/Q17440963,Nieuwe Haven,,Point(5.16124 52.29692),http://www.wikidata.org/entity/Q55,Netherlands,111,112,Netherlands,Point(5.55 52.316666666),Nederland,nl
http://www.wikidata.org/entity/Q17451867,Vispoorthaven Zutphen,,Point(6.19182 52.13903),http://www.wikidata.org/entity/Q55,Netherlands,111,112,Netherlands,Point(5.55 52.316666666),Nederland,nl
http://www.wikidata.org/entity/Q17462972,Sint Pieterspolder bij 4,,Point(4.0701 51.46699),http://www.wikidata.org/entity/Q55,Netherlands,111,112,Netherlands,Point(5.55 52.316666666),Nederland,nl
http://www.wikidata.org/entity/Q17513931,Paljassaare Harbour,,Point(24.705658333 59.459044444),http://www.wikidata.org/entity/Q191,Estonia,188,,Estonia,Point(26.0 59.0),Eesti,ee
http://www.wikidata.org/entity/Q17636983,Port Manec’h,,Point(-3.74 47.8),http://www.wikidata.org/entity/Q142,France,54,55,France,Point(2.0 47.0),France,fr
http://www.wikidata.org/entity/Q1786145,Port Glasgow,,Point(-4.69 55.94),http://www.wikidata.org/entity/Q145,United Kingdom,173,174,United Kingdom,Point(-2.0 54.6),United Kingdom,gb
http://www.wikidata.org/entity/Q1792885,Avonmouth,,Point(-2.699 51.501),http://www.wikidata.org/entity/Q145,United Kingdom,173,174,United Kingdom,Point(-2.0 54.6),United Kingdom,gb
http://www.wikidata.org/entity/Q1796227,Port of Gothenburg,,Point(11.93 57.7),http://www.wikidata.org/entity/Q34,Sweden,155,156,Sweden,Point(15.0 61.0),Sverige,se
http://www.wikidata.org/entity/Q17985748,Barry Docks,,Point(-3.26895 51.3982),http://www.wikidata.org/entity/Q145,United Kingdom,173,174,United Kingdom,Point(-2.0 54.6),United Kingdom,gb
http://www.wikidata.org/entity/Q1798768,Duquesa Port,,Point(-5.23361111 36.35138889),http://www.wikidata.org/entity/Q29,Spain,204,,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q1799324,Laaksaare Harbour,,Point(27.416667 58.338333),http://www.wikidata.org/entity/Q191,Estonia,188,,Estonia,Point(26.0 59.0),Eesti,ee
http://www.wikidata.org/entity/Q18005906,Port de Badalona,,Point(2.24145 41.435),http://www.wikidata.org/entity/Q29,Spain,204,,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q18020170,Port of Flensburg,,Point(9.437777777 54.801111111),http://www.wikidata.org/entity/Q183,Germany,57,58,Germany,Point(10.0 51.0),Deutschland,de
http://www.wikidata.org/entity/Q18020636,Vilnius LTVNO,,Point(25.307975 54.70907778),http://www.wikidata.org/entity/Q37,Lithuania,196,,Lithuania,Point(24.0 55.2),Lietuva,lt
http://www.wikidata.org/entity/Q18086757,Port of Kiliya,,Point(29.256916666 45.442055555),http://www.wikidata.org/entity/Q212,Ukraine,206,,Ukraine,Point(32.0 49.0),Україна,ua
http://www.wikidata.org/entity/Q1809080,Middenkous,,Point(4.44861 51.90417),http://www.wikidata.org/entity/Q55,Netherlands,111,112,Netherlands,Point(5.55 52.316666666),Nederland,nl
http://www.wikidata.org/entity/Q1814644,Barendrechtse haven,,Point(4.44778 51.8975),http://www.wikidata.org/entity/Q55,Netherlands,111,112,Netherlands,Point(5.55 52.316666666),Nederland,nl
http://www.wikidata.org/entity/Q18156804,Port of Dubuque Marina,,Point(-90.6597 42.4953),http://www.wikidata.org/entity/Q30,United States of America,174,175,United States of America,Point(-98.5795 39.828175),United States,us
http://www.wikidata.org/entity/Q18209752,Port of Famagusta,,Point(33.952 35.1395),http://www.wikidata.org/entity/Q229,Cyprus,37,38,Cyprus,Point(33.0 35.0),Κύπρος - Kıbrıs,cy
