college,collegeLabel,city,coordinate_location,country,countryLabel,
http://www.wikidata.org/entity/Q34877279,Barm-e Sherang Rang,,Point(50.80917 31.25),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34877291,Barm-e Shūr,,Point(49.68333 31.51667),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34877431,Başr Andūn,,Point(52.589444444 36.530277777),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34877592,Berkeh-ye Abū Mūsá,,Point(54.637777777 26.553333333),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34877603,Berkeh-ye Delīr,,Point(55.174166666 26.928333333),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34877615,Berkeh-ye Seh Kardān,,Point(54.509166666 26.614166666),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34877627,Berkeh-ye Takht-e Aḩmad,,Point(55.201666666 26.756666666),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34877638,Berkeh-ye Zīr Khameh,,Point(55.130277777 26.988611111),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34877650,Berkeh-ye ‘Alī,,Point(54.739722222 26.620833333),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34878987,Bālā,,Point(52.982222222 36.704722222),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34879593,Chamlū Kal,,Point(47.225277777 36.476388888),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34880125,Cheshmeh Esfahani ha,,Point(51.06132 31.83036),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34880448,Chokhān Ḩowẕ,,Point(58.293333333 33.9175),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34880459,Chokhān Ḩowẕ,,Point(58.274722222 33.926388888),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34880506,Chow Gel,,Point(52.978333333 36.67),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34880578,Chāh-e Do Chāhī,,Point(57.89 33.295277777),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34880590,Chāh-e Lāl Bakhsh,,Point(59.493333333 27.441111111),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34880602,Chāh-e Ḩājjī,,Point(59.498333333 27.4425),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34880702,Chīlāy Şādeq,,Point(56.337777777 33.850277777),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34882559,Daryācheh-ye Sadd,,Point(50.311388888 34.497222222),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34882573,Daryācheh-ye Sadd-e Kālānī,,Point(61.641944444 27.410833333),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34882588,Daryācheh-ye Sadd-e Moḩammad Reẕā Shāh-e Pahlavī,,Point(48.45 36.616666666),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34882602,Daryācheh-ye Sadd-e Sefīd Rūd,,Point(49.3343 36.7387),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34882616,Daryācheh-ye Shahīd Kaz̧emī-ye Būkān,,Point(46.512222222 36.363333333),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34883616,Do Khār,,Point(52.996111111 36.69),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34883630,Do Sar Gūrebar,,Point(59.366388888 27.831666666),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34883643,Do Ḩowẕī,,Point(57.903055555 33.921111111),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34883657,Do Ḩowẕī,,Point(56.283055555 36.244722222),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34886615,Gat,,Point(52.991388888 36.658055555),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34886659,Gelah Bāgh Āb Bandān,,Point(52.707222222 36.605833333),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34886858,Ghāz Galeh,,Point(52.928888888 36.730833333),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34887173,Golāb Bāgh Andūn,,Point(52.630277777 36.559444444),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34888493,Haft Tanān,,Point(52.562777777 29.629722222),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34890791,Howẕ-e ‘Alā,,Point(56.044166666 36.982222222),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34893327,Jān Faẕā,,Point(52.847777777 36.567777777),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34893578,Kal Ḩowz,,Point(60.833333333 36.466666666),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34894865,Kharājī Āb Bandān,,Point(52.726666666 36.588888888),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34894959,Khowrdeh Ḩowzī,,Point(58.201111111 33.950277777),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34895728,Kolak Dasht Āb Bandān,,Point(52.725833333 36.595555555),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34897000,Kūs Andūn,,Point(52.638611111 36.553333333),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34897406,Lajmeh Āb Bandān,,Point(52.729166666 36.626666666),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34906240,Mastak Āb Bandān,,Point(52.756666666 36.626111111),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34909812,Mūrī Andūn,,Point(52.570555555 36.642222222),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34911583,Now Āb Bandān,,Point(52.8675 36.572777777),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34911596,Now Āb Bandān,,Point(52.983611111 36.716111111),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34917494,Pā'īn,,Point(52.973888888 36.716944444),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34917648,Pā‘īn Andūn,,Point(52.579166666 36.595277777),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34917688,Qadīm,,Point(52.924722222 36.723611111),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34923504,Shīr-e ‘Os̄mān Āb Bandān,,Point(52.711666666 36.651666666),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34923516,Shūr Gel,,Point(47.500277777 36.545277777),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34923528,Shūrak,,Point(60.363055555 31.764722222),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34923541,Shūreh,,Point(52.913888888 36.723888888),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34931714,Tāj od Dīn,,Point(52.993888888 36.705555555),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34933714,Vāsh,,Point(52.979166666 36.659722222),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34936997,Zīk Āb Bandān,,Point(52.725 36.615555555),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937050,Āb Anbār-e Berkeh-ye Lāvar,,Point(54.792222222 26.571388888),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937058,Āb Anbār-e Berkeh-ye Shahryār,,Point(54.788055555 26.518333333),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937069,Āb Anbār-e Berkeh-ye Ḩājj Rameẕān,,Point(54.853888888 26.617777777),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937079,Āb Anbār-e Berkeh-ye ‘Abbās,,Point(55.206111111 29.141388888),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937090,Āb Anbār-e Būhūdī,,Point(54.934722222 26.704444444),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937100,Āb Anbār-e Chahār Farsang,,Point(54.516666666 34.233333333),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937111,Āb Anbār-e Kūhī,,Point(54.582222222 34.423055555),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937121,Āb Anbār-e Qandarūn,,Point(54.732777777 26.883888888),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937133,Āb Anbār-e Qods,,Point(55.398333333 33.748055555),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937145,Āb Anbār-e Sheykh,,Point(54.156388888 32.402777777),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937155,Āb Anbār-e Ḩasan Qolī,,Point(56.949722222 33.878333333),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937167,Āb Anbār-e Ḩowz-e Sefīd,,Point(55.400833333 33.093055555),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937176,Āb Bandān-e Anār Marz,,Point(52.833333333 36.691388888),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937188,Āb Bandān-e Bābolsar,,Point(52.630833333 36.678611111),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937198,Āb Bandān-e Chahār Ţāq Bon,,Point(52.975555555 36.622777777),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937207,Āb Bandān-e Cherleh,,Point(52.873888888 36.546388888),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937217,Āb Bandān-e Enteqālī,,Point(52.958611111 36.531666666),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937228,Āb Bandān-e Esmā‘īl Kolā,,Point(52.816944444 36.629722222),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937238,Āb Bandān-e Fūtom,,Point(52.852222222 36.601944444),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937249,Āb Bandān-e Gīleh Kolā,,Point(52.97404 36.61137),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937259,Āb Bandān-e Lalār,,Point(52.719444444 36.567222222),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937270,Āb Bandān-e Langūr,,Point(52.754444444 36.609722222),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937280,Āb Bandān-e Lārīm,,Point(52.941944444 36.735),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937288,Āb Bandān-e Marī Andūn,,Point(52.604444444 36.633333333),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937297,Āb Bandān-e Mollā Kolā,,Point(52.759722222 36.589444444),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937307,Āb Bandān-e Mollā Maḩalleh,,Point(52.693055555 36.610833333),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937317,Āb Bandān-e Māchak Posht,,Point(52.964444444 36.553333333),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937329,Āb Bandān-e Mīstān,,Point(52.828333333 36.668611111),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937339,Āb Bandān-e Nājeh Bandān,,Point(52.977222222 36.597222222),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937351,Āb Bandān-e Owjāksar,,Point(52.621944444 36.679166666),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937362,Āb Bandān-e Pā'īn Rūd Posht,,Point(52.957222222 36.624444444),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937374,Āb Bandān-e Qarah Qandūn,,Point(52.989722222 36.643333333),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937385,Āb Bandān-e Qāsem,,Point(52.877777777 36.535555555),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937396,Āb Bandān-e Qīās,,Point(52.771111111 36.573055555),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937406,Āb Bandān-e Rūdbast,,Point(52.585555555 36.661111111),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937418,Āb Bandān-e Shahīd Nīlī,,Point(52.801944444 36.628055555),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937430,Āb Bandān-e Shaskojār,,Point(52.803055555 36.661388888),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937442,Āb Bandān-e Sherkat-e Chapkerūd,,Point(52.899166666 36.718333333),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937452,Āb Bandān-e Valak Marz,,Point(52.955277777 36.596111111),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937464,Āb Bandān-e Valak Marz,,Point(52.968611111 36.600277777),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937475,Āb Bandān-e Z̧olmābād,,Point(52.765555555 36.583055555),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937487,Āb Bandān-e Ţarḩ,,Point(52.8 36.643333333),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937497,Āb Namā-ye Sīmānī,,Point(51.916111111 29.98),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937508,Āb-e Ānbār-e Sheykh,,Point(55.72 27.665),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937517,Āghowz Āb Bandān,,Point(52.69812 36.58984),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937574,Āqā Āb Bandān,,Point(52.735833333 36.647777777),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937586,Āqā Ḩoseynī Āb Bandān,,Point(52.705833333 36.654722222),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937754,Ḩoseynī Andūn,,Point(52.565555555 36.590555555),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937766,Ḩowz-e Aḩmadī,,Point(54.35 32.25),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937776,Ḩowz-e Band-e Kharān,,Point(60.005833333 33.943333333),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937787,Ḩowz-e Fāţemeh,,Point(59.916666666 31.466666666),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937797,Ḩowz-e Jān Beyg,,Point(60.55 31.583333333),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937810,Ḩowz-e Karbalā'ī Ḩasan,,Point(58.395833333 33.878888888),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937820,Ḩowz-e Karbalā'ī Ḩoseyn,,Point(59.55 31.75),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937830,Ḩowz-e Khān,,Point(59.783888888 34.001111111),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937841,Ḩowz-e Lab-e Rūdkhāneh,,Point(54.814722222 32.364722222),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937852,Ḩowz-e Moḩammad Beyg,,Point(58.229166666 33.635),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937864,Ḩowz-e Moḩammad Rezā,,Point(59.95 31.466666666),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937875,Ḩowz-e Moḩammad ‘Abbās,,Point(59.65 31.416666666),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937887,Ḩowz-e Moḩammad ‘Alī,,Point(57.516666666 33.266666666),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937897,Ḩowz-e Mīr ‘Abdollāh,,Point(59.732777777 32.433888888),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937909,Ḩowz-e Mīān,,Point(58.875 32.331388888),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937920,Ḩowz-e Pā”īn,,Point(55.733333333 31.583333333),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937930,Ḩowz-e Qorbān,,Point(59.383333333 31.3),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937940,Ḩowz-e Sabz,,Point(57.233333333 35.466666666),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937953,Ḩowz-e Sar Godār,,Point(58.466666666 33.616666666),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937964,Ḩowz-e Sefīd,,Point(55.333333333 32.683333333),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937976,Ḩowz-e Ḩasan ‘Alī Esmā‘īl,,Point(55.666666666 32.266666666),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937986,Ḩowz-e Ḩājjī Ramazān,,Point(54.433333333 32.033333333),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34937997,Ḩowz-e ‘Alī Shāhī,,Point(59.588888888 31.645277777),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938009,Ḩowz̧-e Z̄ū ol Faqār,,Point(57.843333333 34.504444444),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938020,Ḩowẕ Bal-e Kam Āb,,Point(60.833333333 31.3),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938031,Ḩowẕ Bālā,,Point(55.733333333 31.6),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938042,Ḩowẕ ol Ḩabīb,,Point(58.856666666 34.615),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938053,Ḩowẕ Pā'īn,,Point(55.733333333 31.583333333),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938064,Ḩowẕ-e Amrakī,,Point(57.9975 33.8625),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938074,Ḩowẕ-e Amīr,,Point(57.9325 34.949166666),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938085,Ḩowẕ-e Anbār-e Magūsī,,Point(55.503611111 33.098888888),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938095,Ḩowẕ-e Anbār-e Robāţ,,Point(55.708611111 35.9275),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938106,Ḩowẕ-e Anbār-e Ḩājj Ḩoseyn Karbalā'ī Rajab,,Point(55.695 35.824444444),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938118,Ḩowẕ-e Astā‘alī,,Point(54.719722222 34.013333333),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938128,Ḩowẕ-e Band,,Point(58.420833333 33.099166666),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938139,Ḩowẕ-e Band,,Point(58.029722222 34.055555555),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938149,Ḩowẕ-e Band-e Bālā,,Point(58.789166666 34.292777777),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938161,Ḩowẕ-e Band-e Zeynab,,Point(56.4725 36.0725),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938170,Ḩowẕ-e Barkhowrdār,,Point(54.396944444 33.854722222),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938182,Ḩowẕ-e Berkeh,,Point(52.413611111 29.931388888),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938193,Ḩowẕ-e Boland,,Point(54.8775 32.384722222),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938203,Ḩowẕ-e Boneh,,Point(55.024166666 33.945),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938214,Ḩowẕ-e Bāghdādrageh,,Point(58.189722222 33.761388888),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938225,Ḩowẕ-e Bālā,,Point(57.395277777 33.1375),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938236,Ḩowẕ-e Bālā,,Point(58.598888888 34.243611111),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938246,Ḩowẕ-e Bārgīrdār,,Point(58.696666666 34.257222222),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938256,Ḩowẕ-e Chahār Farsakh,,Point(60.0 31.55),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938267,Ḩowẕ-e Changūr,,Point(58.786666666 34.163333333),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938278,Ḩowẕ-e Chīl,,Point(57.621944444 33.186111111),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938289,Ḩowẕ-e Dahaneh,,Point(59.205277777 34.271388888),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938300,Ḩowẕ-e Daqq,,Point(58.188055555 33.675555555),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938310,Ḩowẕ-e Daqq,,Point(57.59 33.393888888),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938321,Ḩowẕ-e Dar Tang,,Point(58.390833333 33.5625),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938332,Ḩowẕ-e Deh-e Now,,Point(58.681111111 34.1775),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938344,Ḩowẕ-e Derakht Boneh,,Point(58.612777777 34.1975),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938355,Ḩowẕ-e Dom Bārīk,,Point(58.445 33.473055555),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938365,Ḩowẕ-e Dowgāneh,,Point(58.236944444 33.696388888),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938377,Ḩowẕ-e Esmā‘īl,,Point(58.914444444 34.616944444),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938388,Ḩowẕ-e Fatḩī,,Point(58.961944444 34.4975),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938398,Ḩowẕ-e Ghazāl,,Point(54.785277777 31.005),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938409,Ḩowẕ-e Gholām,,Point(58.564166666 34.219444444),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938418,Ḩowẕ-e Gholām Shīr ‘Alī,,Point(58.862777777 32.429722222),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938427,Ḩowẕ-e Gholāmrezā,,Point(57.7125 33.617222222),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938437,Ḩowẕ-e Gholāmān,,Point(58.6575 34.176666666),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938448,Ḩowẕ-e Gholām‘alī,,Point(60.293055555 34.178055555),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938459,Ḩowẕ-e Godār,,Point(54.383333333 35.766666666),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938470,Ḩowẕ-e Godār-e Kharīţeh,,Point(54.944166666 34.025833333),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938480,Ḩowẕ-e Goldashtalū,,Point(55.121388888 33.973333333),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938490,Ḩowẕ-e Golūrī,,Point(58.744444444 34.636388888),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938501,Ḩowẕ-e Golūrīg,,Point(58.996388888 34.556944444),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938511,Ḩowẕ-e Gonbad Sīāh,,Point(58.242222222 32.994166666),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938522,Ḩowẕ-e Haft,,Point(55.346944444 33.132222222),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938533,Ḩowẕ-e Hamtīyeh,,Point(59.026666666 34.623888888),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938543,Ḩowẕ-e Hanabak,,Point(58.506944444 34.685833333),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938554,Ḩowẕ-e Jahāngīr Khān,,Point(56.908611111 31.668055555),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938565,Ḩowẕ-e Jahāngīr Khān,,Point(56.95 31.66667),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938574,Ḩowẕ-e Jang Jū'ī,,Point(58.386666666 33.507222222),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938583,Ḩowẕ-e Ja‘far,,Point(58.577777777 34.240555555),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938591,Ḩowẕ-e Jehād,,Point(56.746111111 34.178611111),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938597,Ḩowẕ-e Jehād,,Point(56.572777777 34.196111111),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938607,Ḩowẕ-e Kadkhodā'ī,,Point(58.0675 34.039166666),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938618,Ḩowẕ-e Kafan,,Point(57.109444444 33.209444444),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938631,Ḩowẕ-e Kal Maḩmūd,,Point(57.565833333 36.206944444),http://www.wikidata.org/entity/Q794,Iran,
http://www.wikidata.org/entity/Q34938640,Ḩowẕ-e Kalam,,Point(58.829166666 34.269166666),http://www.wikidata.org/entity/Q794,Iran,
